year,section,field,label,raw_preview
2023-2024,C,C21,-C22: Early Decision and Early Action Plans,C21-C22: Early Decision and Early Action Plans C21. Early decision: Does your institution offer an early decision plan (an admission plan that permits students to apply and be notified of an admission decision well in advance of the regular notification date and that asks students to commit to atten
2023-2024,C,C22,. Early action: Do you have a nonbinding early action plan whereby students are notified of an admission,"C22. Early action: Do you have a nonbinding early action plan whereby students are notified of an admission decision well in advance of the regular notification date but do not have to commit to attending your college? ☐ Yes ☒ No If “yes,” please complete the following: Early action closing date: Cl"
2023-2024,D,D1,-D2: Fall Applicants,"D1-D2: Fall Applicants D1. Does your institution enroll transfer students? ☒ Yes ☐ No (If no, please skip to Section E) If yes, may transfer students earn advanced standing credit by transferring credits earned from course work completed at other colleges/universities? ☒ Yes ☐ No"
2023-2024,D,D2,". Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students","D2. Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in Fall 2023. ✓ If your institution collects and reports non-binary gender data, please use the “Another Gender” category. Admitted Enrolled Applicants Applicants Applicants Men 279 97 28 "
2023-2024,D,D3,-D11: Application for Admission,D3-D11: Application for Admission D3. Indicate terms for which transfers may enroll: ☒ Fall ☐ Winter ☐ Spring ☐ Summer
2023-2024,D,D4,. Must a transfer applicant have a minimum number of credits completed or else must apply as an entering,"D4. Must a transfer applicant have a minimum number of credits completed or else must apply as an entering first-year student? ☒ Yes ☐ No If yes, what is the minimum number of credits and the unit of measure? ⇒ 12"
2023-2024,D,D5,. Indicate all items required of transfer students to apply for admission:,D5. Indicate all items required of transfer students to apply for admission: Required of Recommended Recommended Required of Not All of All of Some Some required High school transcript ☒ ☐ ☐ ☐ ☐ College transcript(s) ☒ ☐ ☐ ☐ ☐ Required of Recommended Recommended Required of Not All of All of Some So
2023-2024,D,D6,". If a minimum high school grade point average is required of transfer applicants, specify","D6. If a minimum high school grade point average is required of transfer applicants, specify (on a 4.0 scale): ⇒ Click or tap here to enter text."
2023-2024,D,D7,". If a minimum college grade point average is required of transfer applicants, specify","D7. If a minimum college grade point average is required of transfer applicants, specify (on a 4.0 scale): ⇒ Click or tap here to enter text."
2023-2024,D,D8,. List any other application requirements specific to transfer applicants:,D8. List any other application requirements specific to transfer applicants: ⇒ Click or tap here to enter text.
2023-2024,D,D9,". List application priority, closing, notification, and candidate reply dates for transfer students. If applications","D9. List application priority, closing, notification, and candidate reply dates for transfer students. If applications are reviewed on a continuous or rolling basis, place a checkmark in the “Rolling admission” column. Priority Notification Rolling Closing Date Reply Date Date Date Admission Fall C "
2023-2024,D,D10,".      Does an open admission policy, if reported, apply to transfer students? ☐ Yes ☐ No","D10. Does an open admission policy, if reported, apply to transfer students? ☐ Yes ☐ No"
2023-2024,D,D11,".      Describe additional requirements for transfer admission, if applicable:","D11. Describe additional requirements for transfer admission, if applicable: ⇒ Click or tap here to enter text."
2023-2024,D,D12,-D17: Transfer Credit Policies,D12-D17: Transfer Credit Policies D12. Report the lowest grade earned for any course that may be transferred for credit: ⇒ C-
2023-2024,D,D13,.      Maximum number of credits or courses that may be transferred from a two-year institution:,D13. Maximum number of credits or courses that may be transferred from a two-year institution: Number: 64 Unit type: Credits
2023-2024,D,D14,.       Maximum number of credits or courses that may be transferred from a four-year institution:,D14. Maximum number of credits or courses that may be transferred from a four-year institution: Number: 64 Unit type: Credits
2023-2024,D,D15,.       Minimum number of credits that transfers must complete at your institution to earn an associate degree:,D15. Minimum number of credits that transfers must complete at your institution to earn an associate degree: ⇒ Click or tap here to enter text.
2023-2024,D,D16,.       Minimum number of credits that transfers must complete at your institution to earn a bachelor’s degree:,D16. Minimum number of credits that transfers must complete at your institution to earn a bachelor’s degree: ⇒ 64 Credits
2023-2024,D,D17,.       Describe other transfer credit policies:,D17. Describe other transfer credit policies: ⇒ Click or tap here to enter text.
2023-2024,D,D18,-D22: Military Service Transfer Credit Policies,D18-D22: Military Service Transfer Credit Policies D18. Does your institution accept the following military/veteran transfer credits: American Council on Education (ACE) ☐ Yes ☒ No College Level Examination Program (CLEP) ☐ Yes ☒ No DANTES Subject Standardized Tests (DSST) ☐ Yes ☒ No
2023-2024,D,D19,. Maximum number of credits or courses that may be transferred based on military education evaluated by the,D19. Maximum number of credits or courses that may be transferred based on military education evaluated by the American Council on Education (ACE): Number: Click or tap here to enter text. Unit type: Click or tap here to enter text.
2023-2024,D,D20,. Maximum number of credits or courses that may be transferred based on Department of Defense supported,D20. Maximum number of credits or courses that may be transferred based on Department of Defense supported prior learning assessments (College Level Examination Program (CLEP) or DANTES Subject Standardized Tests (DSST)): Number: Click or tap here to enter text. Unit type Click or tap here to enter 
2023-2024,D,D21,. Are the military/veteran credit transfer policies published on your website? ☐ Yes ☒ No,"D21. Are the military/veteran credit transfer policies published on your website? ☐ Yes ☒ No If yes, please provide the URL where the policy can be located: ⇒ Click or tap here to enter text."
2023-2024,D,D22,. Describe other military/veteran transfer credit policies unique to your institution:,D22. Describe other military/veteran transfer credit policies unique to your institution: ⇒ Click or tap here to enter text.
2023-2024,E,E1,. Special study options: Identify those programs available at your institution. Refer to the glossary for,E1. Special study options: Identify those programs available at your institution. Refer to the glossary for definitions. ☒ Accelerated program ☐ Honors program ☐ Comprehensive transition and ☒ Independent study postsecondary program for students with ☒ Internships intellectual disabilities ☒ Cross-r
2023-2024,E,E2,. Has been removed from the CDS.,E2. Has been removed from the CDS.
2023-2024,E,E3,. Areas in which all or most students are required to complete some course work prior to graduation:,E3. Areas in which all or most students are required to complete some course work prior to graduation: ☒ Arts/fine arts ☒ Humanities ☒ Computer literacy ☒ Intensive writing ☒ English (including composition) ☐ Mathematics ☒ Foreign languages ☐ Philosophy ☐ History ☒ Sciences (biological or physical) 
2023-2024,F,F1,". Percentages of first-time, first-year degree-seeking students and degree-seeking undergraduates","F1. Percentages of first-time, first-year degree-seeking students and degree-seeking undergraduates enrolled in Fall 2023 who fit the following categories: Percentages of first-time, first-year degree-seeking students and First-time, first- Undergraduates degree-seeking undergraduates year students "
2023-2024,F,F2,. Activities offered Identify those programs available at your institution.,F2. Activities offered Identify those programs available at your institution. ☒ Campus Ministries ☒ Literary magazine ☒ Radio station ☒ Choral groups ☐ Marching band ☒ Student government ☒ Concert band ☒ Model UN ☒ Student newspaper ☒ Dance ☒ Music ensembles ☒ Student-run film society ☒ Drama/theate
2023-2024,F,F3,. ROTC (program offered in cooperation with Reserve Officers’ Training Corps),F3. ROTC (program offered in cooperation with Reserve Officers’ Training Corps) Army ROTC is offered: ☐ On campus ☒ At cooperating institution (name): Boston University Naval ROTC is offered: ☐ Marine Option: Naval ROTC is offered ☐ On campus: ☐ At cooperating institution (name): Click or tap here t
2023-2024,F,F4,". Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at","F4. Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at your institution. ☒ Coed residence halls ☐ Special housing for international students ☒ Men’s residence halls ☐ Fraternity/sorority housing ☒ Women’s residence halls ☐ Cooperative housing"
2023-2024,G,G0,. Please provide the URL of your institution’s net price calculator:,G0. Please provide the URL of your institution’s net price calculator: ⇒ https://npc.collegeboard.org/app/brandeis Provide 2024-2025 academic year costs of attendance for the following categories that are applicable to your institution. ☐ Check here if your institution's 2024-2025 academic year cost
2023-2024,G,G1,". Undergraduate full-time tuition, required fees, food and housing","G1. Undergraduate full-time tuition, required fees, food and housing List the typical tuition, required fees, and food and housing for a full-time undergraduate student for the FULL 2024-2025 academic year. (30 semester hours or 45 quarter hours for institutions that derive annual tuition by multipl"
2023-2024,G,G2,. Number of credits per term a student can take for the stated full-time tuition.,G2. Number of credits per term a student can take for the stated full-time tuition. Minimum: 12 Maximum: 23
2023-2024,G,G3,". Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)?","G3. Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)? ☐ Yes ☒ No"
2023-2024,G,G4,. Do tuition and fees vary by undergraduate instructional program?,"G4. Do tuition and fees vary by undergraduate instructional program? ☐ Yes ☒ No If yes, what percentage of full-time undergraduates pay more than the tuition and fees reported in G1? ⇒ Click or tap here to enter text.%"
2023-2024,G,G5,. Provide the estimated expenses for a typical full-time undergraduate student:,G5. Provide the estimated expenses for a typical full-time undergraduate student: Commuters Commuters Estimated Expenses Residents (not living at (living at home) home) Books and supplies: 1000 1000 1000 Housing only: Not Applicable Not Applicable 8955 Food only: Not Applicable 2758 4358 Food and ho
2023-2024,G,G6,. Undergraduate per-credit-hour charges (tuition only):,G6. Undergraduate per-credit-hour charges (tuition only): Undergraduate per-credit- Tuition only hour charges PRIVATE INSTITUTIONS: 2096 PUBLIC INSTITUTIONS: In- C or t district: PUBLIC INSTITUTIONS: In- C or t state (out-of-district): PUBLIC INSTITUTIONS: Out- C or t of-state: NONRESIDENTS: C or t
2023-2024,H,H1,-H5: Aid Awarded to Enrolled Undergraduates,"H1-H5: Aid Awarded to Enrolled Undergraduates H1. Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking undergraduates (using the same cohort reported in CDS Question B1, “total degree-seeking” undergraduates) in the following categories. ✓ If the data being"
2023-2024,H,H2,. Number of Enrolled Students Awarded Aid: List the number of degree-seeking full-time and less-than-,H2. Number of Enrolled Students Awarded Aid: List the number of degree-seeking full-time and less-than- full-time undergraduates who applied for and were awarded financial aid from any source. ✓ Aid that is non-need-based but that was used to meet need should be counted as need-based aid. ✓ Numbers 
2023-2024,H,H2A,. Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of,H2A. Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of degree-seeking full-time and less-than-full-time undergraduates who had no financial need and who were awarded institutional non-need-based scholarship or grant aid. ✓ Numbers should reflect the cohor
2023-2024,H,H4,. Provide the number of students in the 2023 undergraduate class who started at your institution as first-,"H4. Provide the number of students in the 2023 undergraduate class who started at your institution as first- time students and received a bachelor's degree between July 1, 2022 and June 30, 2023. Exclude students who transferred into your institution. ⇒ 800"
2023-2024,H,H5,". Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal, and","H5. Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal, and any loan sources, and the average (or mean) amount borrowed. • The “Average per-undergraduate-borrower cumulative principal borrowed,” is designed to provide better information about student bo"
2023-2024,H,H6,-H7: Aid to Undergraduate Degree-seeking Nonresidents,H6-H7: Aid to Undergraduate Degree-seeking Nonresidents • Report numbers and dollar amounts for the same academic year checked in item H1 H6. Indicate your institution’s policy regarding institutional scholarship and grant aid for undergraduate degree- seeking nonresidents: ☒ Institutional need-base
2023-2024,H,H7,. Check off all financial aid forms nonresident first-year financial aid applicants must submit:,H7. Check off all financial aid forms nonresident first-year financial aid applicants must submit: ☐ Institution’s own financial aid form ☒ CSS Profile ☒ Other: Noncustodial Profile and supplemental income and asset documents as required; International Certification of Finances
2023-2024,H,H8,-H11: Process for First-Year Students,H8-H11: Process for First-Year Students H8. Check off all financial aid forms domestic first-year financial aid applicants must submit: ☒ FAFSA ☐ Institution’s own financial aid form ☒ CSS Profile ☐ State aid form ☐ Business/Farm Supplement ☒ Other: Noncustodial Profile and supplemental income docum
2023-2024,H,H9,. Indicate filing dates for first-year students:,H9. Indicate filing dates for first-year students: Does your institution have a deadline for filing required financial aid forms for first-year students? Select “No” if there is no deadline and applications are processed on a rolling basis. ☒ Yes ☐ No Priority date for filing required financial aid 
2023-2024,H,H10,. Indicate notification dates for first-year students (answer a or b):,H10. Indicate notification dates for first-year students (answer a or b): ☒ a. Students notified on or about (date): April 1 ☐ b. Students notified on a rolling basis. Starting date: Click or tap here to enter text.
2023-2024,H,H11,. Indicate reply dates:,H11. Indicate reply dates: Students must reply by (date): May 1 or within Click or tap here to enter text. weeks of notification.
2023-2024,H,H12,-H15: Types of Aid Available,H12-H15: Types of Aid Available Please check off all types of aid available to undergraduates at your institution: H12. Loans ☒ Direct Subsidized Stafford Loans ☒ Direct Unsubsidized Stafford Loans ☒ Direct PLUS Loans ☐ Federal Perkins Loans ☐ Federal Nursing Loans ☒ State Loans ☒ College/university
2023-2024,H,H13,. Need Based Scholarships and Grants,H13. Need Based Scholarships and Grants ☒ Federal Pell ☒ SEOG ☒ State scholarships/grants ☒ Private Scholarships ☒ College/university scholarship or grant aid from institutional funds ☐ United Negro College Fund ☐ Federal Nursing Scholarship ☐ Other (specify): Click or tap here to enter text.
2023-2024,H,H14,. Check off criteria used in awarding institutional aid. Check all that apply.,H14. Check off criteria used in awarding institutional aid. Check all that apply. Criteria used in Non-Need awarding institutional Need-Based Based aid Academics ☒ ☐ Alumni affiliation ☐ ☐ Art ☐ ☐ Athletics ☐ ☐ Job skills ☐ ☐ ROTC ☐ Not Applicable Leadership ☐ ☐ Minority status ☐ ☐ Music/drama ☒ ☐ R
2023-2024,H,H15,". If your institution has recently implemented any major financial aid policy, program, or initiative to make","H15. If your institution has recently implemented any major financial aid policy, program, or initiative to make your institution more affordable to incoming students such as replacing loans with grants, or waiving costs for families below a certain income level please provide details below: ⇒ Brand"
2023-2024,I,I1,. Please report the number of instructional faculty members in each category for Fall 2023. Include,I1. Please report the number of instructional faculty members in each category for Fall 2023. Include faculty who are on your institution’s payroll on the census date your institution uses for IPEDS/AAUP. The following definition of full-time instructional faculty is used by the American Association
2023-2024,I,I2,. Student to Faculty Ratio,"I2. Student to Faculty Ratio Report the Fall 2023 ratio of full-time equivalent students (full-time plus 1/3 part time) to full-time equivalent instructional faculty (full time plus 1/3 part time). In the ratio calculations, exclude both faculty and students in stand-alone graduate or professional p"
2023-2024,I,I3,. Undergraduate Class Size,"I3. Undergraduate Class Size In the table below, please use the following definitions to report information about the size of classes and class sections offered in the Fall 2023 term. ✓ Please include classes that have been moved online in response to the COVID-19 pandemic. Class Sections: A class s"
2021-2022,B,B1,. Institutional Enrollment - Men and Women,"B1. Institutional Enrollment - Men and Women Provide numbers of students for each of the following categories as of the institution’s official fall reporting date or as of October 15, 2021. ✓ Note: Report students formerly designated as “first professional” in the graduate cells. ✓ For information o"
2021-2022,B,B2,. Enrollment by Racial/Ethnic Category.,"B2. Enrollment by Racial/Ethnic Category. Provide numbers of undergraduate students for each of the following categories as of the institution’s official fall reporting date or as of October 15, 2021. ✓ Include international students only in the category ""Nonresident aliens."" ✓ Complete the “Total U"
2021-2022,B,B3,. Persistence,"B3. Persistence Number of degrees awarded by your institution from July 1, 2020, to June 30, 2021. AWARD TYPE # AWARDED Certificate/diploma: 0 Associate degrees: 0 Bachelor’s degrees: 878 Post-bachelor’s certificates: 0 Master’s degrees: 859 Post-master’s certificates: 1 Doctoral degrees – research/"
2021-2022,B,B4,-B21: Graduation Rates,"B4-B21: Graduation Rates The items in this section correspond to data elements collected by the IPEDS Web-based Data Collection System’s Graduation Rate Survey (GRS). ✓ For complete instructions and definitions of data elements, see the IPEDS GRS Forms and Instructions for the 2021- 2022 Survey. htt"
2021-2022,B,B12,,"B12 degree/certificate-seeking students: Of the initial cohort, how many did not persist and did not graduate for the following reasons: • Death • Permanently Disability"
2021-2022,B,B13,"• Service in the armed forces,","B13 • Service in the armed forces, • Foreign aid service of the federal government • Official church missions • Report total allowable exclusions Final cohort, after adjusting for allowable"
2021-2022,B,B14,,B14 exclusions: Completers of programs of less than two years
2021-2022,B,B15,,B15 duration (total): Completers of programs of less than two years
2021-2022,B,B16,,B16 within 150 percent of normal time: Completers of programs of at least two but less
2021-2022,B,B17,,B17 than four years (total): Completers of programs of at least two but less
2021-2022,B,B18,,B18 than four-years within 150 percent of normal time: Total transfers-out (within three years) to other
2021-2022,B,B19,,B19 institutions:
2021-2022,B,B20,Total transfers to two-year institutions:,B20 Total transfers to two-year institutions:
2021-2022,B,B21,Total transfers to four-year institutions:,B21 Total transfers to four-year institutions:
2021-2022,B,B22,. Retention Rates,"B22. Retention Rates Report for the cohort of all full-time, first-time bachelor’s (or equivalent) degree-seeking undergraduate students who entered in Fall 2020 (or the preceding summer term). ✓ The initial cohort may be adjusted for students who departed for the following reasons: * Death * Perman"
2021-2022,C,C1,-C2: Applications,"C1-C2: Applications C1. First-time, first-year (freshman) students: Provide the number of degree-seeking, first-time, first-year students who applied, were admitted, and enrolled (full- or part-time) in Fall 2021. ✓ Include early decision, early action, and students who began studies during summer i"
2021-2022,C,C2,. Freshman wait-listed students,"C2. Freshman wait-listed students ✓ Students who met admission requirements but whose final admission was contingent on space availability) Do you have a policy of placing students on a waiting list? ☒ Yes ☐ No If yes, please answer the questions below for Fall 2021 admissions: WAITING LIST TOTAL Nu"
2021-2022,C,C3,-C5: Admission Requirements,C3-C5: Admission Requirements C3. High school completion requirement Check the appropriate box to identify your high school completion requirement for degree-seeking entering students: ☒ High school diploma is required and GED is accepted ☐ High school diploma is required and GED is not accepted ☐ H
2021-2022,C,C4,. Does your institution require or recommend a general college-preparatory program for degree-seeking students?,C4. Does your institution require or recommend a general college-preparatory program for degree-seeking students? ☒ Require ☐ Recommend ☐ Neither require nor recommend
2021-2022,C,C5,. Distribution of high school units required and/or recommended. Specify the distribution of academic high school,C5. Distribution of high school units required and/or recommended. Specify the distribution of academic high school course units required and/or recommended of all or most degree-seeking students using Carnegie units (one unit equals one year of study or its equivalent). If you use a different syste
2021-2022,C,C6,-C7: Basis for Selection,"C6-C7: Basis for Selection C6. Do you have an open admission policy, under which virtually all secondary school graduates or students with GED equivalency diplomas are admitted without regard to academic record, test scores, or other qualifications? If so, check which applies: ☐ Open admission polic"
2021-2022,C,C7,". Relative importance of each of the following academic and nonacademic factors in your first-time, first-year,","C7. Relative importance of each of the following academic and nonacademic factors in your first-time, first-year, degree-seeking (freshman) admission decisions. Very Important Important Considered Not Considered Academic Rigor of secondary school record ☒ ☐ ☐ ☐ Class rank ☒ ☐ ☐ ☐ Academic GPA ☒ ☐ ☐ "
2021-2022,C,C8,: SAT and ACT Policies,"C8: SAT and ACT Policies Entrance exams Does your institution make use of SAT, ACT, or SAT Subject Test scores in admission decisions for first-time, first-year, degree-seeking applicants: ☒ Yes ☐ No If yes, place check marks in the appropriate boxes below to reflect your institution’s policies for "
2021-2022,C,C9,-C12: Freshman Profile,"C9-C12: Freshman Profile Provide information for ALL enrolled, degree-seeking, full-time and part-time, first-time, first-year (freshman) students enrolled in Fall 2021, including students who began studies during summer, international students/nonresident aliens, and students admitted under special"
2021-2022,C,C10,". Percent of all degree-seeking, first-time, first-year (freshman) students who had high school class rank within each","C10. Percent of all degree-seeking, first-time, first-year (freshman) students who had high school class rank within each of the following ranges (report information for those students from whom you collected high school rank information) Assessment Percent Percent in top tenth of high school gradua"
2021-2022,C,C11,". Percentage of all enrolled, degree-seeking, first-time, first-year (freshman) students who had high school grade-","C11. Percentage of all enrolled, degree-seeking, first-time, first-year (freshman) students who had high school grade- point averages within each of the following ranges (using 4.0 scale). ✓ Report information only for those students from whom you collected high school GPA. Score Range Percent Perce"
2021-2022,C,C12,". Average high school GPA of all degree-seeking, first-time, first-year (freshman) students who submitted GPA:","C12. Average high school GPA of all degree-seeking, first-time, first-year (freshman) students who submitted GPA: % Average High School GPA 3.84 Percent of total first-time, first-year (freshman) students who submitted high school GPA: % Percent Submitting GPA 89.17"
2021-2022,C,C13,-C20: Admission Policies,C13-C20: Admission Policies C13. Application fee ✓ If your institution has waived its application fee for the Fall 2022 admission cycle please select no. Does your institution have an application fee? ☒ Yes ☐ No Amount of application fee: $80 Can it be waived for applicants with financial need? ☒ Ye
2021-2022,C,C14,. Application closing date,C14. Application closing date Does your institution have an application closing date? ☒ Yes ☐ No Date Application closing date (fall) 1/1 Priority Date
2021-2022,C,C15,". Are first-time, first-year students accepted for terms other than the fall? ☒ Yes ☐ No","C15. Are first-time, first-year students accepted for terms other than the fall? ☒ Yes ☐ No"
2021-2022,C,C16,. Notification to applicants of admission decision sent (fill in one only),C16. Notification to applicants of admission decision sent (fill in one only) ☐ On a rolling basis beginning (date): Click or tap here to enter text. ☒ By (date): 4/1 ☐ Other: Click or tap here to enter text.
2021-2022,C,C17,. Reply policy for admitted applicants (fill in one only),C17. Reply policy for admitted applicants (fill in one only) ☐ Must reply by (date): Click or tap here to enter text. ☐ No set date ☒ Must reply by May 1st or within 72 hours weeks if notified thereafter ☐ Other: Click or tap here to enter text. Deadline for housing deposit (MMDD): Click or tap here
2021-2022,C,C18,. Deferred admission: Does your institution allow students to postpone enrollment after admission?,"C18. Deferred admission: Does your institution allow students to postpone enrollment after admission? ☒ Yes ☐ No If yes, maximum period of postponement: 1 year"
2021-2022,C,C19,". Early admission of high school students: Does your institution allow high school students to enroll as full-time, first-","C19. Early admission of high school students: Does your institution allow high school students to enroll as full-time, first- time, first-year (freshman) students one year or more before high school graduation? ☐ Yes ☒ No"
2021-2022,C,C20,. Common Application: Question removed from CDS. (Initiated during 2006-2007 cycle),C20. Common Application: Question removed from CDS. (Initiated during 2006-2007 cycle)
2021-2022,C,C21,-C22: Early Decision and Early Action Plans,C21-C22: Early Decision and Early Action Plans C21. Early decision: Does your institution offer an early decision plan (an admission plan that permits students to apply and be notified of an admission decision well in advance of the regular notification date and that asks students to commit to atten
2021-2022,C,C22,. Early action: Do you have a nonbinding early action plan whereby students are notified of an admission decision well,"C22. Early action: Do you have a nonbinding early action plan whereby students are notified of an admission decision well in advance of the regular notification date but do not have to commit to attending your college? ☐ Yes ☒ No If “yes,” please complete the following: Early action closing date: Cl"
2021-2022,D,D1,-D2: Fall Applicants,"D1-D2: Fall Applicants D1. Does your institution enroll transfer students? ☒ Yes ☐ No (If no, please skip to Section E) If yes, may transfer students earn advanced standing credit by transferring credits earned from course work completed at other colleges/universities? ☒ Yes ☐ No"
2021-2022,D,D2,". Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in Fall","D2. Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in Fall 2021. Applicants Admitted Applicants Enrolled Applicants Men 240 78 22 Women 286 88 21 Total 526 166 43"
2021-2022,D,D3,-D11: Application for Admission,D3-D11: Application for Admission D3. Indicate terms for which transfers may enroll: ☒ Fall ☐ Winter ☒ Spring ☐ Summer
2021-2022,D,D4,. Must a transfer applicant have a minimum number of credits completed or else must apply as an entering freshman?,"D4. Must a transfer applicant have a minimum number of credits completed or else must apply as an entering freshman? ☒ Yes ☐ No If yes, what is the minimum number of credits and the unit of measure?  12"
2021-2022,D,D5,. Indicate all items required of transfer students to apply for admission:,D5. Indicate all items required of transfer students to apply for admission: Required of Recommended Recommended Required of Not required All of All of Some Some High school transcript ☒ ☐ ☐ ☐ ☐ College transcript(s) ☒ ☐ ☐ ☐ ☐ Essay or personal statement ☒ ☐ ☐ ☐ ☐ Interview ☐ ☒ ☐ ☐ ☐ Standardized te
2021-2022,D,D6,". If a minimum high school grade point average is required of transfer applicants, specify","D6. If a minimum high school grade point average is required of transfer applicants, specify (on a 4.0 scale):  Click or tap here to enter text."
2021-2022,D,D7,". If a minimum college grade point average is required of transfer applicants, specify","D7. If a minimum college grade point average is required of transfer applicants, specify (on a 4.0 scale):  Click or tap here to enter text."
2021-2022,D,D8,. List any other application requirements specific to transfer applicants:,D8. List any other application requirements specific to transfer applicants:  Click or tap here to enter text.
2021-2022,D,D9,". List application priority, closing, notification, and candidate reply dates for transfer students. If applications are reviewed","D9. List application priority, closing, notification, and candidate reply dates for transfer students. If applications are reviewed on a continuous or rolling basis, place a check mark in the “Rolling admission” column. Rolling Priority Date Closing Date Notification Date Reply Date Admission Fall 3"
2021-2022,D,D10,". Does an open admission policy, if reported, apply to transfer students? ☐ Yes        ☐ No","D10. Does an open admission policy, if reported, apply to transfer students? ☐ Yes ☐ No"
2021-2022,D,D11,". Describe additional requirements for transfer admission, if applicable:","D11. Describe additional requirements for transfer admission, if applicable:  Click or tap here to enter text."
2021-2022,D,D12,-D17: Transfer Credit Policies,D12-D17: Transfer Credit Policies D12. Report the lowest grade earned for any course that may be transferred for credit:  C-
2021-2022,D,D13,. Maximum number of credits or courses that may be transferred from a two-year institution:,D13. Maximum number of credits or courses that may be transferred from a two-year institution: Number: 64 Unit type: Credits
2021-2022,D,D14,. Maximum number of credits or courses that may be transferred from a four-year institution:,D14. Maximum number of credits or courses that may be transferred from a four-year institution: Number: 64 Unit type: Credits
2021-2022,D,D15,. Minimum number of credits that transfers must complete at your institution to earn an associate degree:,D15. Minimum number of credits that transfers must complete at your institution to earn an associate degree:  Click or tap here to enter text.
2021-2022,D,D16,. Minimum number of credits that transfers must complete at your institution to earn a bachelor’s degree:,D16. Minimum number of credits that transfers must complete at your institution to earn a bachelor’s degree:  64 Credits
2021-2022,D,D17,. Describe other transfer credit policies:,D17. Describe other transfer credit policies:  Click or tap here to enter text.
2021-2022,D,D18,-D22: Military Service Transfer Credit Policies,D18-D22: Military Service Transfer Credit Policies D18. Does your institution accept the following military/veteran transfer credits: American Council on Education (ACE) ☐ Yes ☒ No College Level Examination Program (CLEP) ☐ Yes ☒ No DANTES Subject Standardized Tests (DSST) ☐ Yes ☒ No
2021-2022,D,D19,. Maximum number of credits or courses that may be transferred based on military education evaluated by the American,D19. Maximum number of credits or courses that may be transferred based on military education evaluated by the American Council on Education (ACE): Number: Click or tap here to enter text. Unit type: Click or tap here to enter text.
2021-2022,D,D20,. Maximum number of credits or courses that may be transferred based on Department of Defense supported prior,D20. Maximum number of credits or courses that may be transferred based on Department of Defense supported prior learning assessments (College Level Examination Program (CLEP) or DANTES Subject Standardized Tests (DSST)): Number: Click or tap here to enter text. Unit type: Click or tap here to enter
2021-2022,D,D21,. Are the military/veteran credit transfer policies published on your website? ☐ Yes ☒ No,"D21. Are the military/veteran credit transfer policies published on your website? ☐ Yes ☒ No If yes, please provide the URL where the policy can be located:  Click or tap here to enter text."
2021-2022,D,D22,. Describe other military/veteran transfer credit policies unique to your institution:,D22. Describe other military/veteran transfer credit policies unique to your institution:  Click or tap here to enter text.
2021-2022,E,E1,. Special study options: Identify those programs available at your institution. Refer to the glossary for definitions.,E1. Special study options: Identify those programs available at your institution. Refer to the glossary for definitions. ☐ Accelerated program ☐ Honors program ☐ Cooperative education program ☐ Independent study ☐ Cross-registration ☐ Internships ☐ Distance learning ☐ Liberal arts/career combination
2021-2022,E,E2,. Has been removed from the CDS.,E2. Has been removed from the CDS.
2021-2022,E,E3,. Areas in which all or most students are required to complete some course work prior to graduation:,E3. Areas in which all or most students are required to complete some course work prior to graduation: ☐ Arts/fine arts ☐ Humanities ☐ Computer literacy ☐ Mathematics ☐ English (including composition) ☐ Philosophy ☐ Foreign languages ☐ Sciences (biological or physical) ☐ History ☐ Social science ☐ O
2021-2022,F,F1,". Percentages of first-time, first-year (freshman) degree-seeking students and degree-seeking undergraduates","F1. Percentages of first-time, first-year (freshman) degree-seeking students and degree-seeking undergraduates enrolled in Fall 2021 who fit the following categories: First-time, first- year (freshman) Undergraduates students Percent who are from out of state (exclude international/nonresident alien"
2021-2022,F,F2,. Activities offered Identify those programs available at your institution.,F2. Activities offered Identify those programs available at your institution. ☐ Campus Ministries ☐ Literary magazine ☐ Radio station ☐ Choral groups ☐ Marching band ☐ Student government ☐ Concert band ☐ Model UN ☐ Student newspaper ☐ Dance ☐ Music ensembles ☐ Student-run film society ☐ Drama/theate
2021-2022,F,F3,. ROTC (program offered in cooperation with Reserve Officers’ Training Corps),F3. ROTC (program offered in cooperation with Reserve Officers’ Training Corps) Army ROTC is offered: ☐ On campus ☐ At cooperating institution (name): Click or tap here to enter text. Naval ROTC is offered: ☐ On campus ☐ At cooperating institution (name): Click or tap here to enter text. Air Force R
