year,section,field,label,raw_preview
2023-2024,C,C18,. Deferred Admission,"C18. Deferred Admission Does your institution allow students to postpone enrollment after admission? Yes If yes, what is the maximum period of postponement? 1 year UNC ‐ Chapel Hill CDS 2023‐2024 Publication Date: 6/3/2024 Last Revision Date: 7/16/2024"
2023-2024,C,C19,. Early Admissions,"C19. Early Admissions Does your institution allow high school students to enroll as full‐time, No first‐time, first‐year students one year or more before high school graduation?"
2023-2024,C,C20,. Common Application (Questions Removed from CDS.),C20. Common Application (Questions Removed from CDS.)
2023-2024,C,C21,. Early Decision,"C21. Early Decision Does your institution offer an early decision plan (an admission plan that permits students to apply and be notified of an admission decision well in advance of the regular notification No date and that asks students to commit to attending if accepted) for first‐time, first‐year "
2023-2024,C,C22,. Early Action,"C22. Early Action Do you have a nonbinding early action plan whereby students are notified of an admission decision well in advance of the regular notification date but do not have to commit to Yes attending your college? If yes, please complete the following: (MM/DD) Early action closing date: 10/1"
2023-2024,D,D1,. Fall Applicants: Transfer Student Enrollment,"D1. Fall Applicants: Transfer Student Enrollment Does your institution enroll transfer students? Yes If NO - Skip to CDS Section E. If yes, may transfer students earn advanced standing credit by transferring credits earned from course work completed at other Yes colleges/universities?"
2023-2024,D,D2,. Fall Applicants: Student Counts,"D2. Fall Applicants: Student Counts Provide the number of students who applied, were admitted, and enrolled as degree‐seeking transfer students in Fall 2023. If your institution collects and reports non‐binary gender data, please use the ""Another Gender"" category. Admitted Enrolled Applicants Applic"
2023-2024,D,D3,. Enrollment Terms,D3. Enrollment Terms Please indicate which terms for which transfer students may enroll: (select all that apply) Fall Spring Winter Summer
2023-2024,D,D4,. Transfer Applicants Minimum Credits,"D4. Transfer Applicants Minimum Credits Must a transfer applicant have a minimum number of credits/courses completed No or else must apply as an entering first‐year student? If yes, what is the minimum number and the unit type? Number: Unit Type: UNC ‐ Chapel Hill CDS 2023‐2024 Publication Date: 6/3"
2023-2024,D,D5,. Requirements for Admission,"D5. Requirements for Admission Please indicate if the below items are required, recommended, or not of transfer students to apply for admission: Select from the dropdown menu. High school transcript Required of All College transcript(s) Required of All Essay or personal statement Required of All Int"
2023-2024,D,D6,. Minimum High School GPA Required,"D6. Minimum High School GPA Required If a minimum high school grade point average is required of transfer applicants, specificy (on a 4.0) scale: GPA Required: N/A"
2023-2024,D,D7,. Minimum College GPA Required,"D7. Minimum College GPA Required If a minimum college grade point average is required of transfer applicants, specificy (on a 4.0) scale: GPA Required: 2.0 UNC ‐ Chapel Hill CDS 2023‐2024 Publication Date: 6/3/2024 Last Revision Date: 7/16/2024"
2023-2024,D,D8,. List any other application requirements specific to transfer applicants:,D8. List any other application requirements specific to transfer applicants: Requirements may vary by department.
2023-2024,D,D9,. Application Specific Dates,"D9. Application Specific Dates List application priority, closing, notification, and candidate reply dates for transfer students. If applications are reviewed on a continuous or rolling basis, place a check mark in the ""Rolling Admission"" column. Use MM/DD format. Notification Priority Date Closing "
2023-2024,D,D10,. Open Admission Policy,"D10. Open Admission Policy Does an open admission policy, if reported, apply to transfer students? UNC ‐ Chapel Hill CDS 2023‐2024 Publication Date: 6/3/2024 Last Revision Date: 7/16/2024"
2023-2024,D,D11,. Additional Requirements,"D11. Additional Requirements Please describe any additional requirements for transfer students, if applicable: * If a transfer student applies with fewer than 15 transferable hours, the student is considered a transfer with first‐year standing. A student who has earned any college credit after gradu"
2023-2024,D,D12,. Lowest Grade Allowable for Transfer Credit,D12. Lowest Grade Allowable for Transfer Credit Report the lowest grade earned for any course that may be transferred for credit: Lowest grade: 2
2023-2024,D,D13,. Maximum Credits Transferred to two-year institutions,D13. Maximum Credits Transferred to two-year institutions Report the maximum number of credits or courses that may be transferred from a two‐year institution: Number: 75.0 Unit Type: Credit(s)
2023-2024,D,D14,. Maximum Credits Transferred to four-year institutions,D14. Maximum Credits Transferred to four-year institutions Report the maximum number of credits or courses that may be transferred from a four‐year institution: Number: 75.0 Unit Type: Credit(s)
2023-2024,D,D15,. Minimum Credits to Earn Associate Degree,D15. Minimum Credits to Earn Associate Degree Report the minimum number of credits that transfer students must complete at your institution to earn an associate degree: Number: N/A
2023-2024,D,D16,. Minimum Credits to Earn Bachelor's Degree,D16. Minimum Credits to Earn Bachelor's Degree Report the minimum number of credits that transfer students must complete at your institution to earn a bachelor's degree: Number: 45.0 Semester Hours
2023-2024,D,D17,: Other Credit Policies,D17: Other Credit Policies Please describe any other transfer credit policies: UNC ‐ Chapel Hill CDS 2023‐2024 Publication Date: 6/3/2024 Last Revision Date: 7/16/2024
2023-2024,D,D18,: Military/Veteran Transfer Credits,D18: Military/Veteran Transfer Credits Does your institution accept the following military/veteran transfer credits: (select all that apply) American Council on Education (ACE) DANTES Subject Standardized Tests (DSST) College Level Examination Program (CLEP)
2023-2024,D,D19,: Maximum Credits Transferred - ACE,D19: Maximum Credits Transferred - ACE Report the maximum number of credits or courses that may be transferred based on military education evaluated by the American Council on Education (ACE): Number: 75.0 Unit Type: Credit(s)
2023-2024,D,D20,": Maximum Credits Transferred - CLEP, DSST","D20: Maximum Credits Transferred - CLEP, DSST Report the maximum number of credits or courses that may be transferred based on Department of Defense supported prior learning assessments (College Level Examination Program (CLEP) or DANTES Subject Standardized Tests (DSST)): Number: Unit Type:"
2023-2024,D,D21,: Published Transfer Policies,"D21: Published Transfer Policies Are the military/veteran credit transfer policies published Yes b it ? If yes, please provide the URL where the policy can be locathttps://admissions.unc.edu/credit‐table/military‐service‐credit/"
2023-2024,D,D22,: Unique Transfer Policies,"D22: Unique Transfer Policies Please describe other military/veteran transfer credit policies unique to your institution: * CLEP is accepted for French, Spanish, Precalculus, and College Algebra language only END OF SECTION D UNC ‐ Chapel Hill CDS 2023‐2024 Publication Date: 6/3/2024 Last Revision D"
2023-2024,E,E1,. Special study options,E1. Special study options Please identify the programs available at your institution. Refer to the glossary for definitions. Select all that apply. Accelerated program Honors program Comprehensive transition and postsecondary program for students with intellectual disabilities Independent study Cros
2023-2024,E,E2,. Removed from the CDS.,E2. Removed from the CDS.
2023-2024,E,E3,. Required Coursework for Graduation,"E3. Required Coursework for Graduation Please indicate the areas in which all, or most, students are required to complete some course work prior to graduation: Select all that apply. Arts / fine arts Intensive Writing Computer literacy Mathematics English (including composition) Philosophy Foreign l"
2023-2024,F,F1,". First-time, first-year degree-seeking students and undergraduates enrolled","F1. First-time, first-year degree-seeking students and undergraduates enrolled Please complete the table below with the percentages or average age of first‐time, first‐year degree‐seeking students and degree‐ seeking undergraduates enrolled in Fall 2023 who fit into the following categories: First‐t"
2023-2024,F,F2,. Activities Offered,F2. Activities Offered Please identify all programs available at your institution. Campus Ministries Literary magazine Student government Choral groups Marching band Student newspaper Concert band Model UN Student‐run film society Dance Music ensembles Symphony orchestra Drama/theater Opera Televisi
2023-2024,F,F3,. ROTC (program offered in cooperation with Reserve Officers' Training Corps) select all that apply.,"F3. ROTC (program offered in cooperation with Reserve Officers' Training Corps) select all that apply. Army ROTC is offered: On Campus At cooperating institution If at cooperating institution, please list institution below: Naval ROTC is offered: Marine Option On Campus At cooperating institution If"
2023-2024,F,F4,. Housing,"F4. Housing Please check all types of college‐owned, ‐operated, or ‐affiliated housing available for undergraduates at your institution. Apartments for married students Men's residence halls Apartments for single students Special housing for international students Coed residence halls Special housin"
2023-2024,G,G0,. Net Price Calculator URL,"G0. Net Price Calculator URL Please provide the URL of your instititution's net price calculator: https://studentaid.unc.edu/net‐price‐calculator/ For the following sections, please provide 2024‐2025 academic year costs of attendance for the following categories that are applicable to your instituti"
2023-2024,G,G1,". Undergraduate, full-time tuition, required fees, food and housing","G1. Undergraduate, full-time tuition, required fees, food and housing List the typical tuition, required fees, and food and housing for a full‐time undergraduate student for the full 2024‐2025 academic year. (30 semester hours or 45 quarter hours for institutions that derive annual tuition by multip"
2023-2024,G,G2,. Credits Per Term,G2. Credits Per Term Please enter the number of credits per term a student can take for the stated full‐time tuition: Minimum number of credits: 12.0 Maximum number of credits:
2023-2024,G,G3,. Tuition and Fee Variance by Year of Study,"G3. Tuition and Fee Variance by Year of Study Do tuition and fees vary by year of study (e.g. sophomore, junior, senior)? No UNC ‐ Chapel Hill CDS 2023‐2024 Publication Date: 6/3/2024 Last Revision Date: 7/16/2024"
2023-2024,G,G4,. Tuition and Fee Variance by Undergraduate Instructional Program,"G4. Tuition and Fee Variance by Undergraduate Instructional Program Do tuition and fees vary by undergraduate instructional program? Yes If yes, what percent of full‐time undergraduates pay more than the tuition and fees reported in G1? 13.9%"
2023-2024,G,G5,. Estimated Expenses for Typical Full-Time Undergraduates,"G5. Estimated Expenses for Typical Full-Time Undergraduates Please provide estimated expenses for a typical full‐time undergraduate student: Commuters Commuters Residents (living at home) (not living at home) Books and supplies: $1,290.00 $1,290.00 $1,290.00 Housing only: $7,736.00 Food only: $4,046"
2023-2024,G,G6,. Undergraduate Per-Credit-Hour Charges (tuition only),"G6. Undergraduate Per-Credit-Hour Charges (tuition only) Please enter the undergraduate per‐credit‐hour charges (tuition only) in the applicable institution type and segment of students: PRIVATE INSTITUTIONS Per‐credit‐hour charge (tuition only): PUBLIC INSTITUTIONS In‐district students, per‐credit‐"
2023-2024,H,H1,. Aid Awarded to Enrolled Undergraduates,"H1. Aid Awarded to Enrolled Undergraduates Enter total dollar amounts awarded to enrolled full‐time and less than full‐time degree‐seeking undergraduates (using the same cohort reported in CDS Question B1, “total degree‐seeking” undergraduates) in the following categories. ✔ If the data being report"
2023-2024,H,H2,. Number of Enrolled Students Awarded Aid,H2. Number of Enrolled Students Awarded Aid List the number of degree‐seeking full‐time and less‐than‐full‐time undergraduates who applied for and were awarded financial aid from any source. ✔ Aid that is non‐need‐based but that was used to meet need should be counted as need‐based aid. ✔ Numbers sh
2023-2024,H,H2A,. Number of Enrolled Students Awarded Non-Need-Based Scholarships and Grants,H2A. Number of Enrolled Students Awarded Non-Need-Based Scholarships and Grants List the number of degree‐seeking full‐time and less‐than‐full‐time undergraduates who had no financial need and who were awarded institutional non‐need‐based scholarship or grant aid. ✔Numbers should reflect the cohort 
2023-2024,H,H4,. 2023 Undergraduate Class,"H4. 2023 Undergraduate Class Provide the number of students in the 2023 undergraduate class who started at your institution as first‐time students and received a bachelor's degree between July 1, 2022 and June 30, 2023. 3,851 Exclude students who transferred into your institution."
2023-2024,H,H5,. Number/Percent Borrowers and Average Borrowed Amount,"H5. Number/Percent Borrowers and Average Borrowed Amount Provide the number and percent of students in class (defined in H4 above) borrowing from federal, non‐federal, and any loan sources, and the average (or mean) amount borrowed in the table below. The ""average per‐undergraduate‐borrower cumulati"
2023-2024,H,H6,. Aid to Undergraduate Degree-Seeking Nonresidents,H6. Aid to Undergraduate Degree-Seeking Nonresidents Report numbers and dollar amounts for the same academic year as checked in item H1.
2023-2024,H,H7,. Process for Nonresident First-Year Students,H7. Process for Nonresident First-Year Students Select all financial aid forms that nonresident first‐year financial aid applicants must submit: Institution's own financial aid form CSS Profile Other; please specify. Other: UNC ‐ Chapel Hill CDS 2023‐2024
2023-2024,H,H8,. Process for First-Year Students,H8. Process for First-Year Students Select all financial aid forms domestic first‐year financial aid applicants must submit: FAFSA State aid form Institution's own financial aid form Business/Farm Supplement CSS Profile Other; please enter below. Other:
2023-2024,H,H9,. Filing Dates for First-Year Students,"H9. Filing Dates for First-Year Students Does institution have a deadline for filing required financial aid forms for first‐year students? Yes Select ""no"" if there is no deadline and applications are processed on a rolling basis. Priority date for filing required financial aid forms: (MM/DD) 3/1 Dea"
2023-2024,H,H10,. Notification Dates for First-Year Students,H10. Notification Dates for First-Year Students Please enter the date for only one response below based on whether students are notified on a certain date or notified on a rolling basis. Students are notificed on or about (date): (MM/DD) Students are notified on a rolling basis starting (date): (MM/
2023-2024,H,H11,. Reply Dates for First-Year Students,H11. Reply Dates for First-Year Students Students must reply by (date): (MM/DD) 5/1 or within (number) of weeks of notification: UNC ‐ Chapel Hill CDS 2023‐2024
2023-2024,H,H12,. Types of Aid Available - Loans,H12. Types of Aid Available - Loans Please select all types of aid available to undergraduates at your institution: Direct Subsidized Stafford Loans Federal Nursing Loans Direct Unsubsidized Stafford Loans State Loans Direct PLUS Loans College/University loans from institutional funds Federal Perkin
2023-2024,H,H13,. Types of Aid Available - Need-Based Scholarships and Grants,H13. Types of Aid Available - Need-Based Scholarships and Grants Please select all types of aid available to undergraduates at your institution: Federal Pell College/University scholarship or grant aid from institutional funds SEOG United Negro College Fund State scholarship/grants Federal Nursing S
2023-2024,H,H14,. Criteria Used in Awarding Institutional Aid,H14. Criteria Used in Awarding Institutional Aid Please select all criteria used in awarding non-need based institutional aid: Academics Job skills Music/drama Alumni affiliation ROTC Religious affiliation Art Leadership State/district residency Athletics Minority status UNC ‐ Chapel Hill CDS 2023‐2
2023-2024,H,H15,. Affordable Policies,"H15. Affordable Policies If your institution has recently implemented any major financial aid policy, program, or iniative to make your institution more affordable to incoming students such as replacing loans with grants, or waiving costs for families below a certain income level, please provide the"
2023-2024,I,I1,. Instructional Faculty by Category,I1. Instructional Faculty by Category Please report the number of instructional faculty members in each category for Fall 2023. Include faculty who are on your institution’s payroll on the census date your institution uses for IPEDS/AAUP. The following definition of full‐time instructional faculty i
2023-2024,I,I2,. Student to Faculty Ratio,"I2. Student to Faculty Ratio Report the Fall 2023 ratio of full‐time equivalent students (full‐time plus 1/3 part time) to full‐time equivalent instructional faculty (full time plus 1/3 part time). In the ratio calculations, exclude both faculty and students in stand‐alone graduate or professional p"
2021-2022,A,A0,Respondent Information (Not for Publication),"A0 Respondent Information (Not for Publication) Name: Title: Office: Institutional Research and Assessment Mailing Address: 311 Henry Owl Building, CB#3350 City/State/Zip/Country: Chapel Hill, NC 27599-3350 Phone: 919-962-1500 Fax: 919-962-1341 E-mail Address: Yes No Are your responses to the CDS po"
2021-2022,A,A0A,,A0A or comments in general. This information will not be published but will help the publishers further refine CDS items.
2021-2022,A,A1,Address Information,"A1 Address Information Name of College/University: University of North Carolina at Chapel Hill Mailing Address: City/State/Zip/Country: Chapel Hill, NC 27599 Street Address (if different): City/State/Zip/Country: Main Phone Number: 919-962-2211 WWW Home Page Address: www.unc.edu Admissions Phone Num"
2021-2022,A,A2,Source of institutional control (Check only one):,A2 Source of institutional control (Check only one): X Public Private (nonprofit) Proprietary CDS-A Page 1 Common Data Set 2021-22
2021-2022,A,A3,Classify your undergraduate institution:,A3 Classify your undergraduate institution: X Coeducational college Men's college Women's college
2021-2022,A,A4,Academic year calendar:,"A4 Academic year calendar: X Semester If your academic year has changed because of the COVID-19 Quarter pandemic, please indicate as other below. Trimester 4-1-4 Continuous Differs by program (describe): Other (describe):"
2021-2022,A,A5,Degrees offered by your institution:,A5 Degrees offered by your institution: X Certificate Diploma Associate Transfer Associate Terminal Associate X Bachelor's X Postbachelor's certificate X Master's X Post-master's certificate X Doctoral degrees – research/scholarship X Doctoral degrees – professional practice Doctoral degrees – other
2021-2022,B,B1,Institutional Enrollment - Men and Women,"B1 Institutional Enrollment - Men and Women Provide numbers of students for each of the following categories as of the institution's official fall reporting date or as of October 15, 2021. Note: Report students formerly designated as “first professional” in the graduate cells. For information on rep"
2021-2022,B,B2,Enrollment by Racial/Ethnic Category.,"B2 Enrollment by Racial/Ethnic Category. Provide numbers of undergraduate students for each of the following categories as of the institution's official fall reporting date or as of October 15, 2021. • Include international students only in the category ""Nonresident aliens."" • Complete the “Total Un"
2021-2022,B,B3,"Number of degrees awarded from July 1, 2020 to June 30, 2021","B3 Number of degrees awarded from July 1, 2020 to June 30, 2021 Certificate/diploma Associate degrees 4,934 Bachelor's degrees Postbachelor's certificates 2,292 Master's degrees 3 Post-Master's certificates 446 Doctoral degrees – research/scholarship 698 Doctoral degrees – professional practice Doct"
2021-2022,B,B4,- 21 Graduation Rates,"B4 - 21 Graduation Rates The items in this section correspond to data elements collected by the IPEDS Web-based Data Collection System’s Graduation Rate Survey (GRS). For complete instructions and definitions of data elements, see the IPEDS GRS Forms and Instructions for the 2021-22 Survey: https://"
2021-2022,B,B22,Retention Rates,"B22 Retention Rates Report for the cohort of all full-time, first-time bachelor’s (or equivalent) degree-seeking undergraduate students who entered in Fall 2020 (or the preceding summer term). The initial cohort may be adjusted for students who departed for the following reasons: death, permanent di"
2021-2022,C,C1,,"C1 applied, were admitted, and enrolled (full- or part-time) in Fall 2021. • Include early decision, early action, and students who began studies during summer in this cohort. • Applicants should include only those students who fulfilled the requirements for consideration for admission (i.e., who co"
2021-2022,C,C2,Freshman wait-listed students,"C2 Freshman wait-listed students Students who met admission requirements but whose final admission was contingent on space availability Yes No Do you have a policy of placing students on a waiting list? X If yes, please answer the questions below for Fall 2021 admissions: 8,957 Number of qualified a"
2021-2022,C,C3,High school completion requirement,C3 High school completion requirement High school diploma is required and GED is accepted X High school diploma is required and GED is not accepted High school diploma or equivalent is not required
2021-2022,C,C4,Does your institution require or recommend a general college-preparatory program for degree-seeking students?,C4 Does your institution require or recommend a general college-preparatory program for degree-seeking students? X Require Recommend Neither require nor recommend CDS-C Page 7 Common Data Set 2021-22 Distribution of high school units required and/or recommended. Specify the distribution of academic 
2021-2022,C,C5,units required and/or recommended of all or most degree-seeking students using Carnegie units (one unit equals one year,"C5 units required and/or recommended of all or most degree-seeking students using Carnegie units (one unit equals one year of study or its equivalent). If you use a different system for calculating units, please convert. Units Units Required Recommended Total academic units 16 English 4 Mathematics "
2021-2022,C,C6,"equivalency diplomas are admitted without regard to academic record, test scores, or other qualifications? If so, check","C6 equivalency diplomas are admitted without regard to academic record, test scores, or other qualifications? If so, check which applies: Open admission policy as described above for all students Open admission policy as described above for most students, but-- Selective admission for out-of-state s"
2021-2022,C,C7,,C7 (freshman) admission decisions. Very Important Important Considered Not Considered Academic Rigor of secondary school record X Class rank X Academic GPA X Standardized test scores X Application Essay X Recommendation(s) X Nonacademic Interview X Extracurricular activities X Talent/ability X Chara
2021-2022,C,C8,Entrance exams                                                                                       Yes                No,"C8 Entrance exams Yes No Does your institution make use of SAT, ACT, or SAT Subject Test scores in admission decisions for first-time, first-year, degree-seeking applicants? X"
2021-2022,C,C8A,"If yes, place check marks in the appropriate boxes below to reflect your institution’s policies for use in admission for Fall","C8A If yes, place check marks in the appropriate boxes below to reflect your institution’s policies for use in admission for Fall 2023. Require for Consider if Require Recommended Some Submitted Not Used SAT or ACT X ACT only SAT only SAT and SAT Subject Tests or ACT SAT Subject Tests only X If your"
2021-2022,C,C8B,"2023, please indicate which ONE of the following applies: (regardless of whether the writing score will be used in the","C8B 2023, please indicate which ONE of the following applies: (regardless of whether the writing score will be used in the admissions process): ACT with writing required ACT with writing recommended X ACT with or without writing accepted If your institution will make use of the SAT in admission deci"
2021-2022,C,C8C,Please indicate how your institution will use the SAT or ACT writing component; check all that apply:,C8C Please indicate how your institution will use the SAT or ACT writing component; check all that apply: SAT essay ACT essay For admission For placement For advising In place of an application essay As a validity check on the application process No college policy as of now X X Not using essay compo
2021-2022,C,C8D,"In addition, does your institution use applicants' test scores for academic advising?","C8D In addition, does your institution use applicants' test scores for academic advising? X"
2021-2022,C,C8E,Latest date by which SAT or ACT scores must be received for fall-term admission                                    Jan. 31,"C8E Latest date by which SAT or ACT scores must be received for fall-term admission Jan. 31 Latest date by which SAT Subject Test scores must be received for fall-term admission Jan. 31 If necessary, use this space to clarify your test policies (e.g., if tests are recommended for some students, or i"
2021-2022,C,C8F,,C8F required of some students): CDS-C Page 9 Common Data Set 2021-22
2021-2022,C,C8G,"Please indicate which tests your institution uses for placement (e.g., state tests):","C8G Please indicate which tests your institution uses for placement (e.g., state tests): X SAT X CLEP X ACT X Institutional Exam X SAT Subject Tests State Exam (specify): X AP Freshman Profile Provide information for ALL enrolled, degree-seeking, full-time and part-time, first-time, first-year (fres"
2021-2022,C,C9,,"C9 standardized (SAT/ACT) test scores. • Include information for ALL enrolled, degree-seeking, first-time, first-year (freshman) students who submitted test scores. • Do not include partial test scores (e.g., mathematics scores but not critical reading for a category of students) or combine other st"
2021-2022,C,C10,,C10 following ranges (report information for those students from whom you collected high school rank information). Percent in top tenth of high school graduating class 74% Percent in top quarter of high school graduating class 94% Percent in top half of high school graduating class 99% (Top half + b
2021-2022,C,C11,averages within each of the following ranges (using 4.0 scale). Report information only for those students from whom,C11 averages within each of the following ranges (using 4.0 scale). Report information only for those students from whom you collected high school GPA. Percent who had GPA of 4.0 93% Percent who had GPA between 3.75 and 3.99 3% Percent who had GPA between 3.50 and 3.74 2% Percent who had GPA between
2021-2022,C,C12,,"C12 submitted GPA: 4.42 Percent of total first-time, first-year (freshman) students who submitted high school GPA: 91% CDS-C Page 11 Common Data Set 2021-22 Admission Policies"
2021-2022,C,C13,Application Fee — If your institution has waived its application fee for the Fall 2022 admission cycle please select no.,C13 Application Fee — If your institution has waived its application fee for the Fall 2022 admission cycle please select no. Yes No Does your institution have an application fee? X Amount of application fee: $85 Can it be waived for applicants with financial need? X If you have an application fee an
2021-2022,C,C14,Application closing date                                                                              Yes              No,C14 Application closing date Yes No Does your institution have an application closing date? X Application closing date (fall): Jan. 15 Priority date: Oct. 15 Yes No
2021-2022,C,C15,"Are first-time, first-year students accepted for terms other than the fall?                                                X","C15 Are first-time, first-year students accepted for terms other than the fall? X"
2021-2022,C,C16,Notification to applicants of admission decision sent (fill in one only),C16 Notification to applicants of admission decision sent (fill in one only) On a rolling basis beginning (date): X By (date): Jan. 31 for priority; Mar. 31 for regular Other:
2021-2022,C,C17,Reply policy for admitted applicants (fill in one only),"C17 Reply policy for admitted applicants (fill in one only) X Must reply by (date): May 1 No set date: Must reply by May 1 or within _____ weeks if notified thereafter Other: Deadline for housing deposit (MM/DD): May 15 Amount of housing deposit: $250 Refundable if student does not enroll? Yes, in f"
2021-2022,C,C18,Deferred admission                                                                                    Yes              No,"C18 Deferred admission Yes No Does your institution allow students to postpone enrollment after admission? X If yes, maximum period of postponement: 1 year"
2021-2022,C,C19,Early admission of high school students                                                               Yes              No,"C19 Early admission of high school students Yes No Does your institution allow high school students to enroll as full-time, first-time, first- year (freshman) students one year or more before high school graduation? X"
2021-2022,C,C20,Common Application                      Question removed from CDS                     (Initiated during 2006-2007 cycle),C20 Common Application Question removed from CDS (Initiated during 2006-2007 cycle) CDS-C Page 12 Common Data Set 2021-22 Early Decision and Early Action Plans
2021-2022,C,C21,Early Decision,"C21 Early Decision Does your institution offer an early decision plan (an admission plan that permits students to apply and be notified of an admission decision well in advance of the regular notification date and that asks students to commit to attending if accepted) for first- Yes No time, first-y"
2021-2022,C,C22,Early action,"C22 Early action Do you have a nonbinding early action plan whereby students are notified of an admission decision well in advance of the regular notification date but do not have to Yes No commit to attending your college? X If “yes,” please complete the following: Early action closing date Oct. 15"
2021-2022,D,D1,"Does your institution enroll transfer students? (If no, please skip to Section E)               X","D1 Does your institution enroll transfer students? (If no, please skip to Section E) X If yes, may transfer students earn advanced standing credit by transferring credits earned from course work completed at other colleges/universities? X Provide the number of students who applied, were admitted, an"
2021-2022,D,D2,,"D2 seeking transfer students in Fall 2021. Admitted Enrolled Applicants Applicants Applicants Men 1,693 757 446 Women 1,861 909 578 Total 3,554 1,666 1,024 Application for Admission"
2021-2022,D,D3,Indicate terms for which transfers may enroll:,D3 Indicate terms for which transfers may enroll: X Fall Winter Spring X Summer Yes No Must a transfer applicant have a minimum number of credits completed or else must
2021-2022,D,D4,,"D4 apply as an entering freshman? X If yes, what is the minimum number of credits and the unit of measure? 15 semester hours*"
2021-2022,D,D5,Indicate all items required of transfer students to apply for admission:,D5 Indicate all items required of transfer students to apply for admission: Required Recommended Recommended Required of All of All of Some of Some Not Required High school transcript X College transcript(s) X Essay or personal statement X Interview X Standardized test scores X Statement of good sta
2021-2022,D,D6,"If a minimum high school GPA is required of transfer applicants, specify (on a 4.0 scale):               N/A","D6 If a minimum high school GPA is required of transfer applicants, specify (on a 4.0 scale): N/A"
2021-2022,D,D7,"If a minimum college GPA is required of transfer applicants, specify (on a 4.0 scale):                   2.00*","D7 If a minimum college GPA is required of transfer applicants, specify (on a 4.0 scale): 2.00*"
2021-2022,D,D8,List any other application requirements specific to transfer applicants:,"D8 List any other application requirements specific to transfer applicants: Requirements may vary by department. CDS-D Page 14 Common Data Set 2021-22 List application priority, closing, notification, and candidate reply dates for transfer students. If applications are reviewed on"
2021-2022,D,D9,,"D9 a continuous or rolling basis, place a check mark in the “Rolling admission” column. Notification Rolling Priority Date Closing Date Date Reply Date Admission Fall Feb. 15 Apr. 15 May 15 Winter Spring Summer See note below** Yes No"
2021-2022,D,D10,"Does an open admission policy, if reported, apply to transfer students?","D10 Does an open admission policy, if reported, apply to transfer students?"
2021-2022,D,D11,"Describe additional requirements for transfer admission, if applicable:","D11 Describe additional requirements for transfer admission, if applicable: * If a transfer student applies with fewer than 15 transferable hours, the student is considered a transfer with first-year standing. A student who has earned any college credit after graduating from high school (with the ex"
2021-2022,D,D12,Report the lowest grade earned for any course that may be transferred for credit:                           2.00,D12 Report the lowest grade earned for any course that may be transferred for credit: 2.00 Number Unit Type Maximum number of credits or courses that may be transferred from a two-year
2021-2022,D,D13,,D13 institution: 75 semester hours Maximum number of credits or courses that may be transferred from a four-year
2021-2022,D,D14,,D14 institution: 75 semester hours Minimum number of credits that transfers must complete at your institution to earn an
2021-2022,D,D15,,D15 associate degree: N/A Minimum number of credits that transfers must complete at your institution to earn a
2021-2022,D,D16,,D16 bachelor’s degree: 45 semester hours
2021-2022,D,D17,Describe other transfer credit policies:,D17 Describe other transfer credit policies: Military Service Transfer Credit Policies
2021-2022,D,D18,Does your institution accept the following military/veteran transfer credits:                         Yes                 No,D18 Does your institution accept the following military/veteran transfer credits: Yes No American Council on Education (ACE) X College Level Examination Program (CLEP) X* DANTES Subject Standardized Tests (DSST) X Number Unit Type Maximum number of credits or courses that may be transferred based on
2021-2022,D,D19,,D19 education evaluated by the American Council on Education (ACE): ** semester hours Maximum number of credits or courses that may be transferred based on Department
2021-2022,D,D20,of Defense supported prior learning assessments (College Level Examination Program,D20 of Defense supported prior learning assessments (College Level Examination Program (CLEP) or DANTES Subject Standardized Tests (DSST)): CDS-D Page 15 Common Data Set 2021-22 Yes No
2021-2022,D,D21,Are the military/veteran credit transfer policies on your website?                          X,"D21 Are the military/veteran credit transfer policies on your website? X If yes, please provide the URL where they can be located: https://admissions.unc.edu/credit-table/military-service-credit/"
2021-2022,D,D22,Describe other military/veteran transfer credit policies unique to your institution:,D22 Describe other military/veteran transfer credit policies unique to your institution: * CLEP is accepted for French and Spanish language only ** The number of credits and courses that may be transferred differs by military branch. CDS-D Page 16 Common Data Set 2021-22
2021-2022,E,E1,Special study options: Identify those programs available at your institution. Refer to the glossary for definitions.,E1 Special study options: Identify those programs available at your institution. Refer to the glossary for definitions. Accelerated program Cooperative education program X Cross-registration X Distance learning X Double major X Dual enrollment English as a Second Language (ESL) Exchange student prog
2021-2022,E,E2,This question has been removed from the Common Data Set.,E2 This question has been removed from the Common Data Set.
2021-2022,E,E3,Areas in which all or most students are required to complete some course work prior to graduation:,E3 Areas in which all or most students are required to complete some course work prior to graduation: X Arts/fine arts Computer literacy X English (including composition) X Foreign languages X History X Humanities X Mathematics X Philosophy X Sciences (biological or physical) X Social science Other 
2021-2022,F,F1,,"F1 2021 who fit the following categories: First-time, first-years Undergraduates Percent who are from out of state (exclude international/nonresident aliens from the numerator and denominator) 16% 14% Percent of men who join fraternities 15% 14% Percent of women who join sororities 15% 14% Percent w"
2021-2022,F,F2,Activities offered: Identify those programs available at your institution.,F2 Activities offered: Identify those programs available at your institution. X Campus Ministries X Musical theater X Choral groups X Opera X Concert band X Pep band X Dance X Radio station X Drama/theater X Student government X International Student Organization X Student newspaper X Jazz band X St
