year,section,field,label,raw_preview
2024-2025,C,C17,. Reply policy for admitted applicants (fill in one only),"C17. Reply policy for admitted applicants (fill in one only) ☒ Must reply by (date): May 1 ☐ No set date ☐ Must reply by May 1st or within weeks if notified thereafter ☐ Other: Deadline for housing deposit (MMDD): Amount of housing deposit: Refundable if student does not enroll? ☐ Yes, in full ☐ Yes"
2024-2025,C,C18,. Deferred admission: Does your institution allow students to postpone enrollment after admission?,"C18. Deferred admission: Does your institution allow students to postpone enrollment after admission? ☒ Yes ☐ No If yes, maximum period of postponement: 1 YEAR"
2024-2025,C,C19,". Early admission of high school students: Does your institution allow high school students to enroll as full-time, first-","C19. Early admission of high school students: Does your institution allow high school students to enroll as full-time, first- time, first-year students one year or more before high school graduation? ☐ Yes ☒ No"
2024-2025,C,C20,. Common Application: Question removed from CDS. (Initiated during 2006-2007 cycle),C20. Common Application: Question removed from CDS. (Initiated during 2006-2007 cycle)
2024-2025,C,C21,-C22: Early Decision and Early Action Plans,C21-C22: Early Decision and Early Action Plans C21. Early decision: Does your institution offer an early decision plan (an admission plan that permits students to apply and be notified of an admission decision well in advance of the regular notification date and that asks students to commit to atten
2024-2025,C,C22,. Early action: Do you have a nonbinding early action plan whereby students are notified of an admission decision well,"C22. Early action: Do you have a nonbinding early action plan whereby students are notified of an admission decision well in advance of the regular notification date but do not have to commit to attending your college? ☒ Yes ☐ No If “yes,” please complete the following: Early action closing date: 11"
2024-2025,D,D1,-D2: Fall Applicants,"D1-D2: Fall Applicants D1. Does your institution enroll transfer students? ☒ Yes ☐ No (If no, please skip to Section E) If yes, may transfer students earn advanced standing credit by transferring credits earned from course work completed at other colleges/universities? ☒ Yes ☐ No"
2024-2025,D,D2,". Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in Fall","D2. Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in Fall 2024 • If your institution collects and reports non-binary gender data, please use the “Another Gender” category. Applicants Admitted Enrolled 17 Applicants Admitted Enrolled Men 1"
2024-2025,D,D3,-D11: Application for Admission,D3-D11: Application for Admission D3. Indicate terms for which transfers may enroll: ☒ Fall ☐ Winter ☐ Spring ☐ Summer
2024-2025,D,D4,. Must a transfer applicant have a minimum number of credits completed or else must apply as an entering first -year,"D4. Must a transfer applicant have a minimum number of credits completed or else must apply as an entering first -year student? ☒ Yes ☐ No If yes, what is the minimum number of credits and the unit of measure?"
2024-2025,D,D5,. Indicate all items required of transfer students to apply for admission:,D5. Indicate all items required of transfer students to apply for admission: Recommended of Recommended of Required of All All Some Required of Some Not Required High school ☒ transcript College ☒ transcripts Essay or personal ☒ statement Interview ☒ Standardized test ☒ scores Statement of good ☒ st
2024-2025,D,D6,". If a minimum high school grade point average is required of transfer applicants, specify (on a 4.0 scale):","D6. If a minimum high school grade point average is required of transfer applicants, specify (on a 4.0 scale):"
2024-2025,D,D7,". If a minimum college grade point average is required of transfer applicants, specify (on a 4.0 scale):","D7. If a minimum college grade point average is required of transfer applicants, specify (on a 4.0 scale):"
2024-2025,D,D8,. List any other application requirements specific to transfer applicants:,D8. List any other application requirements specific to transfer applicants:
2024-2025,D,D9,". List application priority, closing, notification, and candidate reply dates for transfer students. If applications are reviewed","D9. List application priority, closing, notification, and candidate reply dates for transfer students. If applications are reviewed on a continuous or rolling basis, place a check mark in the “Rolling admission” column. 18 Rolling Priority Date Closing Date Notification Date Reply Date Admission Fal"
2024-2025,D,D10,". Does an open admission policy, if reported, apply to transfer students? ☐ Yes ☒ No","D10. Does an open admission policy, if reported, apply to transfer students? ☐ Yes ☒ No"
2024-2025,D,D11,". Describe additional requirements for transfer admission, if applicable:","D11. Describe additional requirements for transfer admission, if applicable:"
2024-2025,D,D12,-D17: Transfer Credit Policies,D12-D17: Transfer Credit Policies D12. Report the lowest grade earned for any course that may be transferred for credit:
2024-2025,D,D13,. Maximum number of credits or courses that may be transferred from a two-year institution:,D13. Maximum number of credits or courses that may be transferred from a two-year institution: Number: 18 Unit type: Course Credits (where 1 course credit = 4 credit hours)
2024-2025,D,D14,. Maximum number of credits or courses that may be transferred from a four-year institution:,D14. Maximum number of credits or courses that may be transferred from a four-year institution: Number: 18 Unit type: Course Credits (where 1 course credit = 4 credit hours)
2024-2025,D,D15,. Minimum number of credits that transfers must complete at your institution to earn an associate degree:,D15. Minimum number of credits that transfers must complete at your institution to earn an associate degree:
2024-2025,D,D16,. Minimum number of credits that transfers must complete at your institution to earn a bachelor’s degree:,D16. Minimum number of credits that transfers must complete at your institution to earn a bachelor’s degree:
2024-2025,D,D17,. Describe other transfer credit policies:,D17. Describe other transfer credit policies:
2024-2025,D,D18,-D22: Military Service Transfer Credit Policies,D18-D22: Military Service Transfer Credit Policies D18. Does your institution accept the following military/veteran transfer credits: American Council on Education (ACE) ☐ Yes ☒ No College Level Examination Program (CLEP) ☐ Yes ☒ No DANTES Subject Standardized Tests (DSST) ☐ Yes ☒ No
2024-2025,D,D19,. Maximum number of credits or courses that may be transferred based on military education evaluated by the American,D19. Maximum number of credits or courses that may be transferred based on military education evaluated by the American Council on Education (ACE): Number Unit type 19 Number Unit type
2024-2025,D,D20,. Maximum number of credits or courses that may be transferred based on Department of Defense supported prior,D20. Maximum number of credits or courses that may be transferred based on Department of Defense supported prior learning assessments (College Level Examination Program (CLEP) or DANTES Subject Standardized Tests (DSST)): Number Unit type
2024-2025,D,D21,. Are the military/veteran credit transfer policies published on your website? ☒ Yes ☐ No,"D21. Are the military/veteran credit transfer policies published on your website? ☒ Yes ☐ No If yes, please provide the URL where the policy can be located: https://admissions.yale.edu/eli-whitney-students-program-details"
2024-2025,D,D22,. Describe other military/veteran transfer credit policies unique to your institution:,D22. Describe other military/veteran transfer credit policies unique to your institution: Yale does not have different credit transfer policies for veterans
2024-2025,E,E1,. Special study options: Identify those programs available at your institution. Refer to the glossary for definitions.,E1. Special study options: Identify those programs available at your institution. Refer to the glossary for definitions. ☒ Accelerated program ☒ Honors program ☐ Comprehensive transition and postsecondary ☒ Independent study program for students with intellectual disabilities ☐ Cross-registration ☒ 
2024-2025,E,E2,. Has been removed from the CDS.,E2. Has been removed from the CDS.
2024-2025,E,E3,. Areas in which all or most students are required to complete some course work prior to graduation:,E3. Areas in which all or most students are required to complete some course work prior to graduation: ☒ Arts/fine arts ☒ Humanities ☐ Computer literacy ☒ Intensive writing ☒ English (including composition) ☐ Mathematics ☒ Foreign languages ☐ Philosophy ☐ History ☒ Sciences (biological or physical) 
2024-2025,F,F1,". Percentages of first-time, first-year degree-seeking students and degree-seeking undergraduates enrolled in Fall","F1. Percentages of first-time, first-year degree-seeking students and degree-seeking undergraduates enrolled in Fall 2024 who fit the following categories: First-time, first-year students Undergraduates Percent who are from out of state 93% 93% (exclude international/nonresidents from the numerator "
2024-2025,F,F2,. Activities offered Identify those programs available at your institution.,F2. Activities offered Identify those programs available at your institution. ☒ Campus Ministries ☒ Literary magazine ☒ Radio station ☒ Choral groups ☒ Marching band ☒ Student government ☒ Concert band ☒ Model UN ☒ Student newspaper ☒ Dance ☒ Music ensembles ☒ Student-run film society ☒ Drama/theate
2024-2025,F,F3,. ROTC (program offered in cooperation with Reserve Officers’ Training Corps),F3. ROTC (program offered in cooperation with Reserve Officers’ Training Corps) Army ROTC is offered: ☐ On campus ☒ At cooperating institution (name): University of New Haven and University of Connecticut Naval ROTC is offered: ☒ Marine Option ☒ On campus ☐ At cooperating institution (name): Air For
2024-2025,F,F4,". Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at your","F4. Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at your institution. ☒ Coed residence halls ☐ Special housing for international students ☐ Men’s residence halls ☐ Fraternity/sorority housing ☐ Women’s residence halls ☐ Cooperative housing"
2024-2025,G,G0,. Please provide the URL of your institution’s net price calculator:,G0. Please provide the URL of your institution’s net price calculator: https://admissions.yale.edu/estimate-your-cost Provide 2025-2026 academic year costs of attendance for the following categories that are applicable to your institution. ☐ Check here if your institution’s 2025-2026 academic year c
2024-2025,G,G1,". Undergraduate full-time tuition, required fees, food and housing","G1. Undergraduate full-time tuition, required fees, food and housing List the typical tuition, required fees, and food and housing for a full-time undergraduate student for the FULL 2025-2026 academic year. (30 semester hours or 45 quarter hours for institutions that derive annual tuition by multipl"
2024-2025,G,G2,. Number of credits per term a student can take for the stated full-time tuition.,G2. Number of credits per term a student can take for the stated full-time tuition. Minimum: 3 Maximum: 5.5
2024-2025,G,G3,". Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)?","G3. Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)? ☐ Yes ☒ No"
2024-2025,G,G4,. Do tuition and fees vary by undergraduate instructional program?,"G4. Do tuition and fees vary by undergraduate instructional program? ☐ Yes ☒ No If yes, what percentage of full-time undergraduates pay more than the tuition and fees reported in G1?"
2024-2025,G,G5,. Provide the estimated expenses for a typical full-time undergraduate student:,"G5. Provide the estimated expenses for a typical full-time undergraduate student: Commuters (not living at Estimated Expenses Residents Commuters (living at home) home) Books and supplies $1,000 Housing only Not applicable Not applicable Food only Not applicable Food and housing total* Not applicabl"
2024-2025,G,G6,. Undergraduate per-credit-hour charges (tuition only):,G6. Undergraduate per-credit-hour charges (tuition only): 23 PRIVATE INSTITUTIONS PUBLIC INSTITUTIONS In-district In-state (out-of-district) Out-of-state NONRESIDENTS
2024-2025,H,H1,. Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking undergraduates (using,"H1. Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking undergraduates (using the same cohort reported in CDS Question B1, “total degree-seeking” undergraduates) in the following categories. ✓ If the data being reported are final figures for the 2023-2024 "
2024-2025,H,H2,. Number of Enrolled Students Awarded Aid: List the number of degree-seeking full-time and less-than-full-time,H2. Number of Enrolled Students Awarded Aid: List the number of degree-seeking full-time and less-than-full-time undergraduates who applied for and were awarded financial aid from any source. • Aid that is non-need-based but that was used to meet need should be counted as need-based aid. • [Numbers 
2024-2025,H,H2A,. Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of degree-,H2A. Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of degree- seeking full-time and less-than-full-time undergraduates who had no financial need and who were awarded institutional non- need-based scholarship or grant aid. • Numbers should reflect the coh
2024-2025,H,H4,. Provide the number of students in the 2024 undergraduate class who started at your institution as first-time,"H4. Provide the number of students in the 2024 undergraduate class who started at your institution as first-time students and received a bachelor’s degree between July 1, 2023 and June 30, 2024. Exclude students who transferred into your institution. 1665"
2024-2025,H,H5,". Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal, and any loan","H5. Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal, and any loan sources, and the average (or mean) amount borrowed. • The “Average per-undergraduate-borrower cumulative principal borrowed,” is designed to provide better information about student bo"
2024-2025,H,H6,-H7: Aid to Undergraduate Degree-seeking Nonresidents,H6-H7: Aid to Undergraduate Degree-seeking Nonresidents • Report numbers and dollar amounts for the same academic year checked in item H1 H6. Indicate your institution’s policy regarding institutional scholarship and grant aid for undergraduate degree-seeking nonresidents: ☒ Institutional need-based
2024-2025,H,H7,. Check off all financial aid forms nonresident first-year financial aid applicants must submit:,H7. Check off all financial aid forms nonresident first-year financial aid applicants must submit: ☐ Institution’s own financial aid form ☒ CSS Profile ☐ Other: 29 H8-H11: Process for First-Year Students
2024-2025,H,H8,. Check off all financial aid forms domestic first-year financial aid applicants must submit:,H8. Check off all financial aid forms domestic first-year financial aid applicants must submit: ☒ FAFSA ☐ Institution’s own financial aid form ☒ CSS Profile ☐ State aid form ☐ Noncustodial PROFILE ☐ Business/Farm Supplement ☐ Other:
2024-2025,H,H9,. Indicate filing dates for first-year students:,H9. Indicate filing dates for first-year students: Does your institution have a deadline for filing required financial aid forms for first-year students? Select “No” if there is no deadline and applications are processed on a rolling basis. ☐ Yes ☒ No Priority date for filing required financial aid 
2024-2025,H,H10,. Indicate notification dates for first-year students (answer a or b):,H10. Indicate notification dates for first-year students (answer a or b): ☐ Students notified on or about (date): ☒ Students notified on a rolling basis. Starting date: DEC 20
2024-2025,H,H11,. Indicate reply dates:,H11. Indicate reply dates: Students must reply by (date): 5/1 or within weeks of notification.
2024-2025,H,H12,-H15: Types of Aid Available,H12-H15: Types of Aid Available Please check off all types of aid available to undergraduates at your institution: H12. Loans ☒ Direct Subsidized Stafford Loans ☒ Direct Unsubsidized Stafford Loans ☒ Direct PLUS Loans ☐ Federal Perkins Loans 30 ☐ Federal Nursing Loans ☐ State Loans ☒ College/univers
2024-2025,H,H13,. Need Based Scholarships and Grants,H13. Need Based Scholarships and Grants ☒ Federal Pell ☒ SEOG ☐ State scholarships/grants ☒ Private Scholarships ☒ College/university scholarship or grant aid from institutional funds ☐ United Negro College Fund ☐ Federal Nursing Scholarship ☐ Other (specify):
2024-2025,H,H14,. Check off criteria used in awarding institutional aid. Check all that apply.,H14. Check off criteria used in awarding institutional aid. Check all that apply. Non-Need Based Need-Based Academics Alumni affiliation Art Athletics Job skills ROTC Not Applicable Leadership Minority status Music/drama Religious affiliation State/district residency
2024-2025,H,H15,". If your institution has recently implemented any major financial aid policy, program, or initiative to make your","H15. If your institution has recently implemented any major financial aid policy, program, or initiative to make your institution more affordable to incoming students such as replacing loans with grants, or waiving costs for families below a certain income level please provide details below: NO Are "
2017-2018,A,A0,Respondent Information (Not for Publication),"A0 Respondent Information (Not for Publication) A0 Name: Daniel Sisco A0 Title: Research Manager A0 Office: Office of Institutional Research A0 Mailing Address: 2 Whitney Grove Sq A0 City/State/Zip/Country: New Haven, CT 06510 A0 Phone: A0 Fax: A0 E-mail Address: daniel.sisco@yale.edu A0 Are your re"
2017-2018,A,A0A,We invite you to indicate if there are items on the CDS for which you cannot use the requested,"A0A We invite you to indicate if there are items on the CDS for which you cannot use the requested analytic convention, cannot provide data for the cohort requested, whose methodology is unclear, or about which you have questions or comments in general. This information will not be published but wil"
2017-2018,A,A1,Address Information,"A1 Address Information A1 Name of College/University: Yale University A1 Mailing Address: A1 City/State/Zip/Country: New Haven, CT 06520 A1 Street Address (if different): A1 City/State/Zip/Country: A1 Main Phone Number: (203) 432-4771 A1 WWW Home Page Address: http://www.yale.edu/ A1 Admissions Phon"
2017-2018,A,A2,Source of institutional control (Check only one):,A2 Source of institutional control (Check only one): A2 Public A2 Private (nonprofit) X A2 Proprietary
2017-2018,A,A3,Classify your undergraduate institution:,A3 Classify your undergraduate institution: A3 Coeducational college X A3 Men's college A3 Women's college
2017-2018,A,A4,Academic year calendar:,A4 Academic year calendar: A4 Semester X A4 Quarter A4 Trimester A4 4-1-4 A4 Continuous A4 Differs by program (describe): A4 Other (describe): CDS-A Page 1
2017-2018,A,A5,Degrees offered by your institution:,A5 Degrees offered by your institution: A5 Certificate A5 Diploma A5 Associate A5 Transfer Associate A5 Terminal Associate A5 Bachelor's X A5 Postbachelor's certificate A5 Master's X A5 Post-master's certificate X A5 Doctoral degree X research/scholarship A5 Doctoral degree – X professional practice
2017-2018,B,B1,Institutional Enrollment - Men and Women Provide numbers of students for each of the following,"B1 Institutional Enrollment - Men and Women Provide numbers of students for each of the following categories as of the institution's official fall reporting date or as of October 15, 2017. Note: Report students formerly designated as “first professional” in the graduate cells. B1 FULL-TIME PART-TIME"
2017-2018,B,B2,Enrollment by Racial/Ethnic Category. Provide numbers of undergraduate students for each of the,"B2 Enrollment by Racial/Ethnic Category. Provide numbers of undergraduate students for each of the following categories as of the institution's official fall reporting date or as of October 15, 2017. Include international students only in the category ""Nonresident aliens."" Complete the ""Total Underg"
2017-2018,B,B3,"Number of degrees awarded from July 1, 2016 to June 30, 2017","B3 Number of degrees awarded from July 1, 2016 to June 30, 2017 B3 Certificate/diploma 0 B3 Associate degrees 0 B3 Bachelor's degrees 1359 B3 Postbachelor's certificates B3 Master's degrees 2183 B3 Post-Master's certificates 94 B3 Doctoral degrees – research/scholarship 375 B3 Doctoral degrees – pro"
2017-2018,B,B4,,"B4 For B- Of the initial 2011 cohort, how many did not persist and did not graduate for the following mer reasons: deceased, permanently disabled, 2 2 ly armed forces, foreign aid service of the federal government, or official church missions; total B4 For B- Of the initial 2010 cohort, how many did"
2017-2018,B,B5,allowable exclusions,"B5 allowable exclusions For mer C- Final 2011 cohort, after adjusting for 161 13 1173 1347 ly allowable exclusions B5 allowable exclusions For mer C- Final 2010 cohort, after adjusting for 169 10 1164 1343 ly allowable exclusions"
2017-2018,B,B6,,"B6 For mer D - Of the initial 2011 cohort, how many completed the program in four years or 1178 ly less (by Aug. 31, 2015) B6 For mer D - Of the initial 2010 cohort, how many completed the program in four years or 1161 ly less (by Aug. 31, 2014)"
2017-2018,B,B7,,"B7 For mer E - Of the initial 2011 cohort, how many completed the program in more than four 120 ly years but in five years or less (after Aug. B7 For E - Of the initial 2010 cohort, how many mer completed the program in more than four 125 ly years but in five years or less (after Aug."
2017-2018,B,B8,"31, 2015 and by Aug. 31, 2016)","B8 31, 2015 and by Aug. 31, 2016) For mer F - Of the initial 2011 cohort, how many completed the program in more than five 157 13 1142 1312 ly years but in six years or less (after Aug. B8 31, 2014 and by Aug. 31, 2015) For mer F - Of the initial 2010 cohort, how many completed the program in more t"
2017-2018,B,B9,"31, 2016 and by Aug. 31, 2017)","B9 31, 2016 and by Aug. 31, 2017) For mer G - Total graduating within six years (sum 157 13 1142 1312 ly of lines D, E, and F) B9 31, 2015 and by Aug. 31, 2016) For mer G - Total graduating within six years (sum 166 10 1137 1313 ly of lines D, E, and F)"
2017-2018,B,B10,,B10 For mer H - Six-year graduation rate for 2011 0.97515528 1 0.973572038 0.974016333 ly cohort (G divided by C) B10 For mer H - Six-year graduation rate for 2010 0.982248521 1 0.976804124 0.977661951 ly cohort (G divided by C)
2017-2018,B,B11,,B11 CDS-B Page 4 Fall 2010 Cohort Recipients of a Students who Subsidized did not receive Recipients of Total (sum of 3 Stafford Loan either a Pell a Federal columes to the who did not Grant or a Pell Grant left) receive a Pell subsidized Grant Stafford Loan For mer A- Initital 2010 cohort of first-
2017-2018,B,B12,"Initial 2014 cohort, total of first-time, full-time degree/certificate-seeking students:","B12 Initial 2014 cohort, total of first-time, full-time degree/certificate-seeking students: B12 Initial 2013 cohort, total of first-time, full-time degree/certificate-seeking students:"
2017-2018,B,B13,"Of the initial 2014 cohort, how many did not persist and did not graduate for the","B13 Of the initial 2014 cohort, how many did not persist and did not graduate for the following reasons: death, permanent disability, service in the armed forces, foreign aid service of the federal government, or official church missions; total allowable exclusions: B13 Of the initial 2013 cohort, h"
2017-2018,B,B14,"Final 2014 cohort, after adjusting for allowable exclusions (Subtract question B13","B14 Final 2014 cohort, after adjusting for allowable exclusions (Subtract question B13 from question B12): 0 B14 Final 2013 cohort, after adjusting for allowable exclusions (Subtract question B13 from question B12): 0"
2017-2018,B,B15,Completers of programs of less than two years duration (total):,B15 Completers of programs of less than two years duration (total): B15 Completers of programs of less than two years duration (total):
2017-2018,B,B16,Completers of programs of less than two years within 150 percent of normal time:,B16 Completers of programs of less than two years within 150 percent of normal time: B16 Completers of programs of less than two years within 150 percent of normal time:
2017-2018,B,B17,Completers of programs of at least two but less than four years (total):,B17 Completers of programs of at least two but less than four years (total): CDS-B Page 5 B17 Completers of programs of at least two but less than four years (total):
2017-2018,B,B18,Completers of programs of at least two but less than four-years within 150 percent of,B18 Completers of programs of at least two but less than four-years within 150 percent of normal time: B18 Completers of programs of at least two but less than four-years within 150 percent of normal time:
2017-2018,B,B19,Total transfers-out (within three years) to other institutions:,B19 Total transfers-out (within three years) to other institutions: B19 Total transfers-out (within three years) to other institutions:
2017-2018,B,B20,Total transfers to two-year institutions:,B20 Total transfers to two-year institutions: B20 Total transfers to two-year institutions:
2017-2018,B,B21,Total transfers to four-year institutions:,"B21 Total transfers to four-year institutions: 2013 Cohort B21 Total transfers to four-year institutions: Retention Rates Report for the cohort of all full-time, first-time bachelor’s (or equivalent) degree-seeking undergraduate students who entered in Fall 2016 (or the preceding summer term). The i"
2017-2018,B,B22,For the cohort of all full-time bachelor’s (or equivalent) degree-seeking undergraduate,"B22 For the cohort of all full-time bachelor’s (or equivalent) degree-seeking undergraduate students who entered your institution as freshmen in Fall 2016 (or the preceding summer term), what percentage was enrolled at your institution as of the date your institution calculates its official enrollme"
2017-2018,C,C1,"First-time, first-year, (freshmen) students: Provide the number of degree-seeking, first-time, first-","C1 First-time, first-year, (freshmen) students: Provide the number of degree-seeking, first-time, first- year students who applied, were admitted, and enrolled (full- or part-time) in Fall 2017. Include early decision, early action, and students who began studies during summer in this cohort. Applic"
2017-2018,C,C2,Freshman wait-listed students (students who met admission requirements but whose final,"C2 Freshman wait-listed students (students who met admission requirements but whose final admission was contingent on space availability) Yes No C2 Do you have a policy of placing students on a waiting list? X C2 If yes, please answer the questions below for Fall 2017 admissions: C2 Number of qualif"
2017-2018,C,C3,High school completion requirement,C3 High school completion requirement C3 High school diploma is required and GED is X accepted C3 High school diploma is required and GED is not accepted C3 High school diploma or equivalent is not required
2017-2018,C,C4,Does your institution require or recommend a general college-preparatory program for degree-,C4 Does your institution require or recommend a general college-preparatory program for degree- seeking students? C4 Require C4 Recommend X C4 Neither require nor recommend
2017-2018,C,C5,Distribution of high school units required and/or recommended. Specify the distribution of academic,C5 Distribution of high school units required and/or recommended. Specify the distribution of academic high school course units required and/or recommended of all or most degree-seeking students using Carnegie units (one unit equals one year of study or its equivalent). If you use a different system
2017-2018,C,C6,"Do you have an open admission policy, under which virtually all secondary school graduates or students","C6 Do you have an open admission policy, under which virtually all secondary school graduates or students with GED equivalency diplomas are admitted without regard to academic record, test scores, or other qualifications? If so, check which applies: C6 Open admission policy as described above for al"
2017-2018,C,C7,"Relative importance of each of the following academic and nonacademic factors in first-time, first-","C7 Relative importance of each of the following academic and nonacademic factors in first-time, first- year, degree-seeking (freshman) admission decisions. C7 Very Important Important Considered Not Considered C7 Academic C7 Rigor of secondary school X record C7 Class rank X C7 Academic GPA X C7 Sta"
2017-2018,C,C8,Entrance exams,C8 Entrance exams Yes No
2017-2018,C,C8A,"Does your institution make use of SAT, ACT, or SAT Subject Test","C8A Does your institution make use of SAT, ACT, or SAT Subject Test scores in admission decisions for first-time, first-year, degree- X seeking applicants? C8A If yes, place check marks in the appropriate boxes below to reflect your institution’s policies for use in admission for Fall 2019. C8A ADMI"
2017-2018,C,C8B,"If your institution will make use of the ACT in admission decisions for first-time, first-year, degree-seeking","C8B If your institution will make use of the ACT in admission decisions for first-time, first-year, degree-seeking applicants for Fall 2019, please indicate which ONE of the following applies: (regardless of whether the writing score will be used in the admissions process): C8B ACT with writing requ"
2017-2018,C,C8C,Please indicate how your institution will use the SAT or ACT writing component; check all that apply:,C8C Please indicate how your institution will use the SAT or ACT writing component; check all that apply: C8C SAT essay ACT essay C8C For admission X X C8C For placement C8C For advising C8C In place of an application essay C8C As a validity check on the application essay C8C No college policy as of
2017-2018,C,C8D,"In addition, does your institution use applicants' test scores for academic advising?","C8D In addition, does your institution use applicants' test scores for academic advising? C8D Yes No X"
2017-2018,C,C8E,Latest date by which SAT or ACT scores must be received for fall-,C8E Latest date by which SAT or ACT scores must be received for fall- Single-choice term admission Early Action - November 15 for SAT and ACT; Regular Decision - March 1 for SAT and ACT Single-choice C8E Latest date by which SAT Subject Test scores must be received for Early Action - fall-term admis
2017-2018,C,C8F,"If necessary, use this space to clarify your test policies (e.g., if tests are recommended for some","C8F If necessary, use this space to clarify your test policies (e.g., if tests are recommended for some C8F Yale strongly recommends the Test of English as a Foreign Language (TOEFL) for any applicant whose first language is not English and who has not received at least two years of secondary educat"
2017-2018,C,C8G,"Please indicate which tests your institution uses for placement (e.g., state tests):","C8G Please indicate which tests your institution uses for placement (e.g., state tests): C8G SAT C8G ACT C8G SAT Subject Tests X C8G AP X C8G CLEP C8G Institutional Exam X C8G State Exam (specify): Freshman Profile Provide information for ALL enrolled, degree-seeking, full-time and part-time, first-"
2017-2018,C,C9,"Percent and number of first-time, first-year (freshman) students enrolled in Fall 2017 who","C9 Percent and number of first-time, first-year (freshman) students enrolled in Fall 2017 who submitted national standardized (SAT/ACT) test scores. Include information for ALL enrolled, degree-seeking, first-time, first-year (freshman) students who submitted test scores. Do not include partial test"
2017-2018,C,C10,"Percent of all degree-seeking, first-time, first-year (freshman) students who had high school class rank","C10 Percent of all degree-seeking, first-time, first-year (freshman) students who had high school class rank within each of the following ranges (report information for those students from whom you collected high school rank information). C10 Percent in top tenth of high school graduating class 94% "
2017-2018,C,C11,"Percentage of all enrolled, degree-seeking, first-time, first-year (freshman) students who had high school","C11 Percentage of all enrolled, degree-seeking, first-time, first-year (freshman) students who had high school grade-point averages within each of the following ranges (using 4.0 scale). Report information only for those students from whom you collected high school GPA. C11 Percent who had GPA of 3."
2017-2018,C,C12,"Average high school GPA of all degree-seeking, first-time, first-year","C12 Average high school GPA of all degree-seeking, first-time, first-year (freshman) students who submitted GPA: C12 Percent of total first-time, first-year (freshman) students who submitted high school GPA: Admission Policies"
2017-2018,C,C13,Application Fee,"C13 Application Fee C13 Yes No C13 Does your institution have an X application fee? C13 Amount of application fee: $80.00 C13 Yes No CDS-C Page 10 C13 Can it be waived for applicants X with financial need? C13 If you have an application fee and an on-line application option, C13 Same fee: X C13 Free"
2017-2018,C,C14,Application closing date,C14 Application closing date C14 Yes No C14 Does your institution have an application closing date? X C14 Application closing date (fall): 1/1 C14 Priority date:
2017-2018,C,C15,Yes                 No,"C15 Yes No C15 Are first-time, first-year students accepted for terms other than X"
2017-2018,C,C16,Notification to applicants of admission decision sent (fill in one only),C16 Notification to applicants of admission decision sent (fill in one only) C16 On a rolling basis beginning (date): C16 By (date): 1-Apr C16 Other:
2017-2018,C,C17,Reply policy for admitted applicants (fill in one only),C17 Reply policy for admitted applicants (fill in one only) C17 Must reply by (date): 5/1 C17 No set date: C17 Must reply by May 1 or within _____ weeks if notified thereafter C17 Other: C17 Deadline for housing deposit (MM/DD): C17 Amount of housing deposit: 0.00 C17 Refundable if student does not 
2017-2018,C,C18,Deferred admission,"C18 Deferred admission C18 Yes No C18 Does your institution allow students to postpone enrollment after admission? X C18 If yes, maximum period of postponement: One Year"
2017-2018,C,C19,Early admission of high school students,"C19 Early admission of high school students C19 Yes No C19 Does your institution allow high school students to enroll as full-time, first-time, first-year (freshman) students one year or more before X high school graduation?"
2017-2018,C,C20,Common Application                 Question removed from CDS.              (Initiated during 2006-2007 cycle),C20 Common Application Question removed from CDS. (Initiated during 2006-2007 cycle) Early Decision and Early Action Plans
2017-2018,C,C21,Early Decision,C21 Early Decision C21 Yes No CDS-C Page 11 C21 Does your institution offer an early decision plan (an admission plan that permits students to apply and be notified of an admission decision well in advance of the regular notification date and that X asks students to commit to attending if accepted) 
2017-2018,C,C22,Early action,"C22 Early action C22 Yes No C22 Do you have a nonbinding early action plan whereby students are notified of an admission decision well in advance of the regular notification date but do not have to commit to attending your X college? C22 If “yes,” please complete the following: C22 Early action clos"
2017-2018,D,D1,Yes                 No,"D1 Yes No D1 Does your institution enroll transfer students? (If no, X please skip to Section E) D1 If yes, may transfer students earn advanced standing credit by transferring credits earned from course work X completed at other colleges/universities?"
2017-2018,D,D2,"Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer","D2 Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in Fall 2016. D2 Admitted Enrolled Applicants Applicants Applicants D2 Men 670 15 12 D2 Women 570 16 14 D2 Total 1,240 31 26 Application for Admission"
2017-2018,D,D3,Indicate terms for which transfers may enroll:,D3 Indicate terms for which transfers may enroll: D3 Fall  D3 Winter D3 Spring D3 Summer
2017-2018,D,D4,Yes                 No,"D4 Yes No D4 Must a transfer applicant have a minimum number of credits completed or else must apply as an entering X freshman? D4 If yes, what is the minimum number of credits and the unit of measure?"
