year,section,field,label,raw_preview
2019-2020,C,C10,". Percent of all degree-seeking, first-time, first-year (freshman) students who had high school class rank within","C10. Percent of all degree-seeking, first-time, first-year (freshman) students who had high school class rank within each of the following ranges (report information for those students from whom you collected high school rank information). *As of 2019 Penn State no longer collects high school rank i"
2019-2020,C,C11,". Percentage of all enrolled, degree-seeking, first-time, first-year (freshman) students who had high school grade-","C11. Percentage of all enrolled, degree-seeking, first-time, first-year (freshman) students who had high school grade- point averages within each of the following ranges (using 4.0 scale). Report information only for those students from whom you collected high school GPA. *Due to the variance in hig"
2019-2020,C,C12,". Average high school GPA of all degree-seeking, first-time, first-year (freshman) students who submitted GPA:","C12. Average high school GPA of all degree-seeking, first-time, first-year (freshman) students who submitted GPA: N/A *Due to the variance in high school GPA ranges, this data is not available. Percent of total first-time, first-year (freshman) students who submitted high school GPA: N/A Admission P"
2019-2020,C,C13,. Application fee,"C13. Application fee Does your institution have an application fee? Yes No Amount of application fee: $65, $75 for International Students Can it be waived for applicants with financial need? Yes No If you have an application fee and an on-line application option, please indicate policy for students "
2019-2020,C,C14,. Application closing date,C14. Application closing date Does your institution have an application closing date? Yes No Application closing date (fall): __________ Priority date: __________
2019-2020,C,C15,". Are first-time, first-year students accepted for terms other than the fall?        Yes    No","C15. Are first-time, first-year students accepted for terms other than the fall? Yes No"
2019-2020,C,C16,. Notification to applicants of admission decision sent (fill in one only),"C16. Notification to applicants of admission decision sent (fill in one only) On a rolling basis beginning (date): October, 01 By (date): __________ Other: __________"
2019-2020,C,C17,. Reply policy for admitted applicants (fill in one only),"C17. Reply policy for admitted applicants (fill in one only) Must reply by (date): May, 1 No set date: __________ Must reply by May 1 or within 2 weeks if notified thereafter Other: __________ Deadline for housing deposit (MMDD): 05/01 Amount of housing deposit: $100 Refundable if student does not e"
2019-2020,C,C18,. Deferred admission: Does your institution allow students to postpone enrollment after admission?,"C18. Deferred admission: Does your institution allow students to postpone enrollment after admission? Yes No If yes, maximum period of postponement: One Year"
2019-2020,C,C19,". Early admission of high school students: Does your institution allow high school students to enroll as full-time, first-","C19. Early admission of high school students: Does your institution allow high school students to enroll as full-time, first- time, first-year (freshman) students one year or more before high school graduation? Yes No"
2019-2020,C,C20,. Common Application: Question removed from CDS. (Initiated during 2006-2007 cycle),C20. Common Application: Question removed from CDS. (Initiated during 2006-2007 cycle) Early Decision and Early Action Plans
2019-2020,C,C21,. Early decision: Does your institution offer an early decision plan (an admission plan that permits students to apply and,"C21. Early decision: Does your institution offer an early decision plan (an admission plan that permits students to apply and be notified of an admission decision well in advance of the regular notification date and that asks students to commit to attending if accepted) for first-time, first-year (f"
2019-2020,C,C22,. Early action: Do you have a nonbinding early action plan whereby students are notified of an admission decision well,"C22. Early action: Do you have a nonbinding early action plan whereby students are notified of an admission decision well in advance of the regular notification date but do not have to commit to attending your college? Yes No If “yes,” please complete the following: Early action closing date Novembe"
2019-2020,D,D1,. Does your institution enroll transfer students?   Yes       No,"D1. Does your institution enroll transfer students? Yes No (If no, please skip to Section E) If yes, may transfer students earn advanced standing credit by transferring credits earned from course work completed at other colleges/universities? Yes No"
2019-2020,D,D2,". Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in Fall","D2. Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in Fall 2019. Applicants Admitted Applicants Enrolled Applicants Men 866 363 170 Women 861 381 146 Total 1727 744 316 Application for Admission"
2019-2020,D,D3,. Indicate terms for which transfers may enroll:,D3. Indicate terms for which transfers may enroll: Fall Winter Spring Summer
2019-2020,D,D4,. Must a transfer applicant have a minimum number of credits completed or else must apply as an entering freshman?,"D4. Must a transfer applicant have a minimum number of credits completed or else must apply as an entering freshman? Yes No If yes, what is the minimum number of credits and the unit of measure? 18"
2019-2020,D,D5,. Indicate all items required of transfer students to apply for admission:,D5. Indicate all items required of transfer students to apply for admission: Required Recommended Recommended Required of Not required of All of All of Some Some High school transcript X College transcript(s) X Essay or personal statement X Interview X Standardized test scores X Statement of good st
2019-2020,D,D6,". If a minimum high school grade point average is required of transfer applicants, specify","D6. If a minimum high school grade point average is required of transfer applicants, specify (on a 4.0 scale): We require the basic Carnegie units but not a minimum GPA"
2019-2020,D,D7,". If a minimum college grade point average is required of transfer applicants, specify","D7. If a minimum college grade point average is required of transfer applicants, specify (on a 4.0 scale): Minimum 2.0 GPA"
2019-2020,D,D8,. List any other application requirements specific to transfer applicants:,D8. List any other application requirements specific to transfer applicants: ___________________________________________________________________________________________ ___________________________________________________________________________________________
2019-2020,D,D9,". List application priority, closing, notification, and candidate reply dates for transfer students. If applications are","D9. List application priority, closing, notification, and candidate reply dates for transfer students. If applications are reviewed on a continuous or rolling basis, place a check mark in the “Rolling admission” column. Priority Date Closing Date Notification Date Reply Date Rolling Admission Fall X"
2019-2020,D,D10,". Does an open admission policy, if reported, apply to transfer students?        Yes      No","D10. Does an open admission policy, if reported, apply to transfer students? Yes No"
2019-2020,D,D11,". Describe additional requirements for transfer admission, if applicable:","D11. Describe additional requirements for transfer admission, if applicable: Applicants for University Park must have completed 2 years of college work. Transfer Credit Policies"
2019-2020,D,D12,. Report the lowest grade earned for any course that may be transferred for credit: 2.0,D12. Report the lowest grade earned for any course that may be transferred for credit: 2.0
2019-2020,D,D13,. Maximum number of credits or courses that may be transferred from a two-year institution:,D13. Maximum number of credits or courses that may be transferred from a two-year institution: Number ______ Unit type No Limit
2019-2020,D,D14,. Maximum number of credits or courses that may be transferred from a four-year institution:,D14. Maximum number of credits or courses that may be transferred from a four-year institution: Number ______ Unit type No Limit
2019-2020,D,D15,. Minimum number of credits that transfers must complete at your institution to earn an associate degree: 18,D15. Minimum number of credits that transfers must complete at your institution to earn an associate degree: 18
2019-2020,D,D16,. Minimum number of credits that transfers must complete at your institution to earn a bachelor’s degree: 36,D16. Minimum number of credits that transfers must complete at your institution to earn a bachelor’s degree: 36
2019-2020,D,D17,. Describe other transfer credit policies:,D17. Describe other transfer credit policies: _________________________________________________________________________________________ _________________________________________________________________________________________ Military Service Transfer Credit Policies
2019-2020,D,D18,.     Does your institution accept the following military/veteran transfer credits:,D18. Does your institution accept the following military/veteran transfer credits: American Council on Education (ACE) Yes No College Level Examination Program (CLEP) Yes No DANTES Subject Standardized Tests (DSST) Yes No
2019-2020,D,D19,.    Maximum number of credits or courses that may be transferred based on military education evaluated by the,D19. Maximum number of credits or courses that may be transferred based on military education evaluated by the American Council on Education (ACE): Number 0 Unit type No Units
2019-2020,D,D20,.     Maximum number of credits or courses that may be transferred based on Department of Defense supported prior,D20. Maximum number of credits or courses that may be transferred based on Department of Defense supported prior learning assessments (College Level Examination Program (CLEP) or DANTES Subject Standardized Tests (DSST)): Number 0 Unit type No Units
2019-2020,D,D21,.     Are the military/veteran credit transfer policies published on your website?    Yes      No,"D21. Are the military/veteran credit transfer policies published on your website? Yes No If yes, please provide the URL where the policy can be located: https://admissions.psu.edu/academics/credit/military/"
2019-2020,D,D22,.   Describe other military/veteran transfer credit policies unique to your institution:,D22. Describe other military/veteran transfer credit policies unique to your institution: ____________________________________________________________________________________________________ ____________________________________________________________________________________________________ ________
2019-2020,E,E1,. Special study options: Identify those programs available at your institution. Refer to the glossary for definitions.,E1. Special study options: Identify those programs available at your institution. Refer to the glossary for definitions. Accelerated program Honors program Cooperative education program Independent study Cross-registration Internships Distance learning Liberal arts/career combination Double major St
2019-2020,E,E2,. Has been removed from the CDS.,E2. Has been removed from the CDS.
2019-2020,E,E3,. Areas in which all or most students are required to complete some course work prior to graduation:,E3. Areas in which all or most students are required to complete some course work prior to graduation: Arts/fine arts Humanities Computer literacy Mathematics English (including composition) Philosophy Foreign languages Sciences (biological or physical) History Social science Other (describe): First
2019-2020,F,F1,". Percentages of first-time, first-year (freshman) degree-seeking students and degree-seeking undergraduates","F1. Percentages of first-time, first-year (freshman) degree-seeking students and degree-seeking undergraduates enrolled in Fall 2019 who fit the following categories: First-time, first-year Undergraduates (freshman) students Percent who are from out of state (exclude international/nonresident aliens"
2019-2020,F,F2,. Activities offered Identify those programs available at your institution.,F2. Activities offered Identify those programs available at your institution. Campus Ministries Literary magazine Radio station Choral groups Marching band Student government Concert band Model UN Student newspaper Dance Music ensembles Student-run film society Drama/theater Musical theater Symphony
2019-2020,F,F3,. ROTC (program offered in cooperation with Reserve Officers’ Training Corps),F3. ROTC (program offered in cooperation with Reserve Officers’ Training Corps) Army ROTC is offered: On campus At cooperating institution (name): ______________________ Naval ROTC is offered: On campus At cooperating institution (name): __________________________________________________ Air Force R
2019-2020,F,F4,". Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at your","F4. Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at your institution. Coed dorms Special housing for disabled students Men’s dorms Special housing for international students Women’s dorms Fraternity/sorority housing Apartments for married "
2019-2020,G,G0,. Please provide the URL of your institution’s net price calculator: https://cce.ais.psu.edu/netprice-calculator/,G0. Please provide the URL of your institution’s net price calculator: https://cce.ais.psu.edu/netprice-calculator/ Provide 2020-2021 academic year costs of attendance for the following categories that are applicable to your institution. Check here if your institution's 2020-2021 academic year costs
2019-2020,G,G1,". Undergraduate full-time tuition, required fees, room and board","G1. Undergraduate full-time tuition, required fees, room and board List the typical tuition, required fees, and room and board for a full-time undergraduate student for the FULL 2019-2020 academic year (30 semester hours or 45 quarter hours for institutions that derive annual tuition by multiplying "
2019-2020,G,G2,. Number of credits per term a student can take for the stated full-time tuition             12 minimum       None maximum,G2. Number of credits per term a student can take for the stated full-time tuition 12 minimum None maximum
2019-2020,G,G3,". Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)?                   Yes          No","G3. Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)? Yes No"
2019-2020,G,G4,. Do tuition and fees vary by undergraduate instructional program?                               Yes          No,"G4. Do tuition and fees vary by undergraduate instructional program? Yes No If yes, what percentage of full-time undergraduates pay more than the tuition and fees reported in G1? ____________"
2019-2020,G,G5,. Provide the estimated expenses for a typical full-time undergraduate student:,"G5. Provide the estimated expenses for a typical full-time undergraduate student: Residents Commuters Commuters (living at home) (not living at home) Books and supplies: $1,840.00 $1,840.00 $1,840.00 Room only: $5,640.00 $0.00 $6,854.00 Board only: $4,952.00 $1,800.00 $5,464.00 Room and board total "
2019-2020,G,G6,. Undergraduate per-credit-hour charges (tuition only):,"G6. Undergraduate per-credit-hour charges (tuition only): PRIVATE INSTITUTIONS: PUBLIC INSTITUTIONS $747.00 In-district: $747.00 In-state (out-of-district): $1,458.00 Out-of-state: NONRESIDENT ALIENS: $1,458.00"
2019-2020,H,H1,. Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking undergraduates (using,"H1. Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking undergraduates (using the same cohort reported in CDS Question B1, “total degree-seeking” undergraduates) in the following categories. (Note: If the data being reported are final figures for the 2018-"
2019-2020,H,H2,. Number of Enrolled Students Awarded Aid: List the number of degree-seeking full-time and less-than-full-time,H2. Number of Enrolled Students Awarded Aid: List the number of degree-seeking full-time and less-than-full-time undergraduates who applied for and were awarded financial aid from any source. Aid that is non-need-based but that was used to meet need should be counted as need-based aid. Numbers shoul
2019-2020,H,H2A,. Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of degree-,H2A. Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of degree- seeking full-time and less-than-full-time undergraduates who had no financial need and who were awarded institutional non-need-based scholarship or grant aid. Numbers should reflect the cohort
2019-2020,H,H4,. Provide the number of students in the 2019 undergraduate class who started at your institution as first-time students and,"H4. Provide the number of students in the 2019 undergraduate class who started at your institution as first-time students and received a bachelor's degree between July 1, 2018 and June 30, 2019. Exclude students who transferred into your institution. 6860 H4 above) who above) who borrowed from the t"
2019-2020,H,H5,". Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal, and any loan","H5. Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal, and any loan sources, and the average (or mean) amount borrowed. NOTE: The “Average per-undergraduate-borrower cumulative principal borrowed,” is designed to provide better information about studen"
2019-2020,H,H6,. Indicate your institution’s policy regarding institutional scholarship and grant aid for undergraduate degree-seeking,H6. Indicate your institution’s policy regarding institutional scholarship and grant aid for undergraduate degree-seeking nonresident aliens: Institutional need-based scholarship or grant aid is available Institutional non-need-based scholarship or grant aid is available Institutional scholarship an
2019-2020,H,H7,. Check off all financial aid forms nonresident alien first-year financial aid applicants must submit:,H7. Check off all financial aid forms nonresident alien first-year financial aid applicants must submit: Institution’s own financial aid form CSS/Financial Aid PROFILE International Student’s Financial Aid Application International Student’s Certification of Finances Other: _________________________
2019-2020,H,H8,. Check off all financial aid forms domestic first-year (freshman) financial aid applicants must submit:,H8. Check off all financial aid forms domestic first-year (freshman) financial aid applicants must submit: FAFSA Institution’s own financial aid form CSS/Financial Aid PROFILE State aid form Noncustodial PROFILE Business/Farm Supplement Other: ________________________________________________________
2019-2020,H,H9,. Indicate filing dates for first-year (freshman) students:,H9. Indicate filing dates for first-year (freshman) students: Priority date for filing required financial aid forms: Feb 15 Recommended Deadline for filing required financial aid forms: _____________ No deadline for filing required forms (applications processed on a rolling basis): Rolling Offers
2019-2020,H,H10,. Indicate notification dates for first-year (freshman) students (answer a or b):,"H10. Indicate notification dates for first-year (freshman) students (answer a or b): a.) Students notified on or about (date): _____________ b.) Students notified on a rolling basis: YES If yes, starting date: March"
2019-2020,H,H11,. Indicate reply dates: Students are not required to reply,H11. Indicate reply dates: Students are not required to reply Students must reply by (date): N/A or within N/A weeks of notification. Types of Aid Available Please check off all types of aid available to undergraduates at your institution:
2019-2020,H,H12,. Loans,H12. Loans FEDERAL DIRECT STUDENT LOAN PROGRAM (DIRECT LOAN) Direct Subsidized Stafford Loans Direct Unsubsidized Stafford Loans Direct PLUS Loans Federal Perkins Loans Federal Nursing Loans State Loans College/university loans from institutional funds Other (specify): Private Loans
2019-2020,H,H13,. Scholarships and Grants,H13. Scholarships and Grants NEED-BASED: Federal Pell SEOG State scholarships/grants Private scholarships College/university scholarship or grant aid from institutional funds United Negro College Fund Federal Nursing Scholarship Other (specify): ______________________________________________________
2019-2020,H,H14,. Check off criteria used in awarding institutional aid. Check all that apply.,H14. Check off criteria used in awarding institutional aid. Check all that apply. Non-need Need-based Non-need Need-based X X Academics Leadership X X Alumni affiliation Minority status Art Music/drama X X Athletics Religious affiliation Job skills State/district residency X ROTC ---------------
2019-2020,H,H15,". If your institution has recently implemented any major financial aid policy, program, or initiative to make your","H15. If your institution has recently implemented any major financial aid policy, program, or initiative to make your institution more affordable to incoming students such as replacing loans with grants, or waiving costs for families below a certain income level please provide details below: _______"
